SITE,SPECIES,DURATION,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,mean.afw,sd.afw
BSF,QUPR,5,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,5.13066666666667,1.54924573045509
BSF,QUPR,6,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,5.643,0.457983624161389
BSF,QUPR,7,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,4.49766666666667,0.499096517051896
BSF,QUPR,9,1,1244.55,752.61,1096.91,11.29540417,1.026666667,51.47833333,23.51,39.38125,27.22,5.12933333333333,1.46048838863352
CDR,QUPR,1,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,7.38875,0.448064262504089
CDR,QUPR,2,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,5.693,0.772092611025388
CDR,QUPR,3,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,6.152,0.566874471701334
CDR,QUPR,4,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,7.568,2.16106964256129
CDR,QUPR,5,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,4.691,1.09035865658966
CDR,QUPR,6,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,2.6885,0.422142748368369
CDR,QUPR,7,1,822.7777778,733.2,1026.133333,7.056204167,1.026666667,51.47833333,23.51,39.38125,27.22,2.603,NA
CPR,QUPR,1,1,440.4,430.42,1201.73,8.598458333,1.026666667,51.47833333,23.51,39.38125,27.22,7.818,1.03894465685137
CPR,QUPR,2,1,440.4,430.42,1201.73,8.598458333,1.026666667,51.47833333,23.51,39.38125,27.22,7.00125,1.21538783247708
CPR,QUPR,3,1,440.4,430.42,1201.73,8.598458333,1.026666667,51.47833333,23.51,39.38125,27.22,6.6005,1.34291337521574
CPR,QUPR,4,1,440.4,430.42,1201.73,8.598458333,1.026666667,51.47833333,23.51,39.38125,27.22,2.79225,2.03899017081169
CWT,QUPR,1,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,5.0665,0.483145595723139
CWT,QUPR,2,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,3.61875,1.04575184277469
CWT,QUPR,3,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,3.61175,1.37960003261815
CWT,QUPR,4,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,2.37725,1.0106906467032
CWT,QUPR,5,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,2.29475,1.94547104407476
CWT,QUPR,6,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,1.02466666666667,0.506677741107041
CWT,QUPR,7,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,0.96825,1.06501216737963
CWT,QUPR,9,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,0.904333333333333,0.21226948281214
CWT,QUPR,10,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,0.43375,0.45940060586232
CWT,QUPR,8,1,1905.66,1173.16,1352.79,13.34375,1.026666667,51.47833333,23.51,39.38125,27.22,3.2015,2.97055558776469
GSF,QUPR,1,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,7.49775,1.12036969344944
GSF,QUPR,2,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,6.154,0.539243296975802
GSF,QUPR,3,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,6.65125,1.05254528802011
GSF,QUPR,4,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,6.10125,0.736787791701247
GSF,QUPR,5,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,6.31325,2.46944816710131
GSF,QUPR,6,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,5.90475,1.12510366189076
GSF,QUPR,7,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,6.31675,2.28860851100984
GSF,QUPR,8,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,3.9975,0.839411500199197
GSF,QUPR,9,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,4.0845,0.849682489717973
GSF,QUPR,10,1,508.41,502.5,1421.8,26.38333333,1.026666667,51.47833333,23.51,39.38125,27.22,3.58575,0.645934142669875
HBR,QUPR,1,1,1396.13,712.53,817.54,5.548666667,1.026666667,51.47833333,23.51,39.38125,27.22,5.7665,0.429288946980935
HBR,QUPR,2,1,1396.13,712.53,817.54,5.548666667,1.026666667,51.47833333,23.51,39.38125,27.22,3.99675,1.26007390656263
HBR,QUPR,3,1,1396.13,712.53,817.54,5.548666667,1.026666667,51.47833333,23.51,39.38125,27.22,1.32175,0.707147026202237
HBR,QUPR,4,1,1396.13,712.53,817.54,5.548666667,1.026666667,51.47833333,23.51,39.38125,27.22,1.373,0.295914402037706
HBR,QUPR,5,1,1396.13,712.53,817.54,5.548666667,1.026666667,51.47833333,23.51,39.38125,27.22,1.3645,0.328429089251648
HBR,QUPR,6,1,1396.13,712.53,817.54,5.548666667,1.026666667,51.47833333,23.51,39.38125,27.22,1.3205,1.01666693989067
HFR,QUPR,1,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,5.198,0.503406396463136
HFR,QUPR,2,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,3.08825,1.19268111832124
HFR,QUPR,3,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.272,0.715120968787799
HFR,QUPR,4,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.6155,1.14919696600133
HFR,QUPR,9,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.338,0.186544007319095
HFR,QUPR,10,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.622,0.772518392445556
HFR,QUPR,5,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.134,0.63498188950552
HFR,QUPR,6,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.333,0.0579827560572969
HFR,QUPR,7,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.1465,0.654073772597556
HFR,QUPR,8,1,1152.13,851.25,1041.04,7.489633333,1.026666667,51.47833333,23.51,39.38125,27.22,1.935,0.152735064736294
JRN,QUPR,1,1,298.1111111,292.2666667,1665.977778,17.14754167,1.026666667,51.47833333,23.51,39.38125,27.22,7.98425,0.427853849657411
JRN,QUPR,2,1,298.1111111,292.2666667,1665.977778,17.14754167,1.026666667,51.47833333,23.51,39.38125,27.22,7.17875,0.112402179694168
JRN,QUPR,3,1,298.1111111,292.2666667,1665.977778,17.14754167,1.026666667,51.47833333,23.51,39.38125,27.22,6.49225,1.11254344484459
JRN,QUPR,6,1,298.1111111,292.2666667,1665.977778,17.14754167,1.026666667,51.47833333,23.51,39.38125,27.22,3.351,NA
JRN,QUPR,5,1,298.1111111,292.2666667,1665.977778,17.14754167,1.026666667,51.47833333,23.51,39.38125,27.22,0.754,NA
JUN,QUPR,1,1,2877.81,494.81,543.94,4.277983333,1.026666667,51.47833333,23.51,39.38125,27.22,2.45825,0.179436850544512
JUN,QUPR,2,1,2877.81,494.81,543.94,4.277983333,1.026666667,51.47833333,23.51,39.38125,27.22,1.70175,0.483334511492817
JUN,QUPR,3,1,2877.81,494.81,543.94,4.277983333,1.026666667,51.47833333,23.51,39.38125,27.22,1.5435,0.351599677663864
JUN,QUPR,5,1,2877.81,494.81,543.94,4.277983333,1.026666667,51.47833333,23.51,39.38125,27.22,1.26,0.379771861341341
KBS,QUPR,1,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,6.30125,0.422488165514728
KBS,QUPR,2,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,5.365,1.95065732510864
KBS,QUPR,3,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,4.96625,1.88775305146975
KBS,QUPR,4,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,2.37825,1.82097251947048
KBS,QUPR,7,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,2.139,NA
KBS,QUPR,8,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,0.801,NA
KBS,QUPR,6,1,811.15,707.59,1007.43,8.838666667,1.026666667,51.47833333,23.51,39.38125,27.22,3.10133333333333,0.753854318375463
KNZ,QUPR,1,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,8.081,0.0856193124631746
KNZ,QUPR,2,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,7.36125,0.116018317519261
KNZ,QUPR,3,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,6.41025,0.553693883537345
KNZ,QUPR,4,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,5.45233333333333,0.214126909409661
KNZ,QUPR,5,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,5.7375,0.0332340187157675
KNZ,QUPR,6,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,4.987,0.125865007051205
KNZ,QUPR,7,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,2.5205,0.204353859762912
KNZ,QUPR,8,1,791.21,746.72,1250.01,12.57004167,1.026666667,51.47833333,23.51,39.38125,27.22,4.8385,0.562149891043305
LBS,QUPR,1,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,5.36625,0.1165
LBS,QUPR,2,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,2.93725,0.554125963417465
LBS,QUPR,3,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,2.43775,0.687301183373539
LBS,QUPR,5,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,3.271,1.64515916149978
LBS,QUPR,6,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,1.036,1.03236072506981
LBS,QUPR,7,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,4.29025,2.08996832113153
LBS,QUPR,8,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,3.3025,1.31445869720835
LBS,QUPR,9,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,1.36775,1.30875191817752
LBS,QUPR,10,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,1.64366666666667,1.13715624842558
LBS,QUPR,4,1,4099.52,1699.15,1772.69,26.18779167,1.026666667,51.47833333,23.51,39.38125,27.22,5.632,NA
LUQ,QUPR,1,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,4.6475,0.224667903062869
LUQ,QUPR,2,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,4.021,0.158229790705375
LUQ,QUPR,3,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,4.5295,1.45533008855952
LUQ,QUPR,4,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,2.25975,1.54354103174055
LUQ,QUPR,5,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,1.74225,0.988448405330293
LUQ,QUPR,6,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,1.95,0.175561954876334
LUQ,QUPR,7,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,1.1425,1.24118397776746
LUQ,QUPR,8,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,0.9185,0.992857995888637
LUQ,QUPR,9,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,0.39825,0.340027817489491
LUQ,QUPR,10,1,3362.82,1233.94,1259.58,23.47708333,1.026666667,51.47833333,23.51,39.38125,27.22,1.09075,0.294469438142568
LVW,QUPR,1,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,3.49675,0.227517581738203
LVW,QUPR,2,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,3.5805,0.363390056734266
LVW,QUPR,3,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,3.376,0.605803598536688
LVW,QUPR,4,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,2.64625,0.699899218935602
LVW,QUPR,5,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,2.87475,0.691735679287978
LVW,QUPR,6,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,3.34575,1.05766830811933
LVW,QUPR,7,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,3.01525,1.42120521037604
LVW,QUPR,8,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,2.75275,0.793840611625953
LVW,QUPR,9,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,3.68066666666667,1.28176531913347
LVW,QUPR,10,1,1096.46,850.81,1083.15,1.707875,1.026666667,51.47833333,23.51,39.38125,27.22,4.646,NA
MTV,QUPR,1,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,5.823,0.270418194654132
MTV,QUPR,2,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,3.968,0.275552777763777
MTV,QUPR,3,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,3.927,0.558559456697912
MTV,QUPR,4,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,3.14125,0.538181118831446
MTV,QUPR,5,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,2.961,0.775498549321661
MTV,QUPR,6,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,2.53625,0.952581886243907
MTV,QUPR,7,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,3.493,2.46725272317207
MTV,QUPR,8,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,0.607,0.46729505311598
MTV,QUPR,9,1,2685,1084.06,1165.5,17.67916667,1.026666667,51.47833333,23.51,39.38125,27.22,1.725,0.504042987584723
NIN,QUPR,1,1,1491.22,1206.53,1456.16,18.203875,1.026666667,51.47833333,23.51,39.38125,27.22,2.464,0.42580903387943
NIN,QUPR,2,1,1491.22,1206.53,1456.16,18.203875,1.026666667,51.47833333,23.51,39.38125,27.22,2.2215,0.808598169673912
NIN,QUPR,3,1,1491.22,1206.53,1456.16,18.203875,1.026666667,51.47833333,23.51,39.38125,27.22,1.95425,0.733423649741403
NIN,QUPR,4,1,1491.22,1206.53,1456.16,18.203875,1.026666667,51.47833333,23.51,39.38125,27.22,0.5465,0.683118584141875
NIN,QUPR,5,1,1491.22,1206.53,1456.16,18.203875,1.026666667,51.47833333,23.51,39.38125,27.22,0.405666666666667,0.513440681416396
NLK,QUPR,1,1,676.63,649.13,884.36,4.137,1.026666667,51.47833333,23.51,39.38125,27.22,6.82675,0.33053630662909
NLK,QUPR,2,1,676.63,649.13,884.36,4.137,1.026666667,51.47833333,23.51,39.38125,27.22,6.0995,0.253435724921856
NWT,QUPR,1,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,6.99725,0.1375
NWT,QUPR,2,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,6.31775,0.0577775908116632
NWT,QUPR,3,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,6.013,0.520057048152732
NWT,QUPR,6,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,4.88425,0.332844683498675
NWT,QUPR,7,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,6.1415,2.15596857583778
NWT,QUPR,4,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,6.1375,0.111015764646288
NWT,QUPR,5,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,5.37233333333333,0.173739268253707
NWT,QUPR,9,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,4.26,NA
NWT,QUPR,8,1,1249.7,646.57,755.51,-3.2115,1.026666667,51.47833333,23.51,39.38125,27.22,0.373,NA
OLY,QUPR,1,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,5.44675,0.533631192866384
OLY,QUPR,2,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,4.26475,0.493917250154315
OLY,QUPR,3,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,3.7545,1.45814505451275
OLY,QUPR,4,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,2.95825,0.853877577095608
OLY,QUPR,5,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,2.601,1.48769956644478
OLY,QUPR,6,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,2.475,0.946305095269667
OLY,QUPR,7,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,0.90425,0.950497895841964
OLY,QUPR,8,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,2.14475,1.30542697357353
OLY,QUPR,9,1,1530.9,794.19,1043.78,10.7329625,1.026666667,51.47833333,23.51,39.38125,27.22,1.36375,0.866628092090258
SEV,QUPR,1,1,254.5,252.22,1601.93,13.17375,1.026666667,51.47833333,23.51,39.38125,27.22,8.04525,0.465395441175208
SEV,QUPR,2,1,254.5,252.22,1601.93,13.17375,1.026666667,51.47833333,23.51,39.38125,27.22,6.38775,0.475968048647526
SEV,QUPR,3,1,254.5,252.22,1601.93,13.17375,1.026666667,51.47833333,23.51,39.38125,27.22,6.29025,3.0916103004745
SEV,QUPR,4,1,254.5,252.22,1601.93,13.17375,1.026666667,51.47833333,23.51,39.38125,27.22,5.808,1.08970852371938
SMR,QUPR,1,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,8.636,0.150002222205762
SMR,QUPR,2,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,8.3225,1.1537043237618
SMR,QUPR,3,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,7.9815,0.900014999875002
SMR,QUPR,7,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,4.37966666666667,1.49494492652182
SMR,QUPR,10,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,0.055,NA
SMR,QUPR,6,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,6.403,0.274357431100381
SMR,QUPR,9,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,8.118,NA
SMR,QUPR,4,1,240.31,236.14,1860.46,14.64165417,1.026666667,51.47833333,23.51,39.38125,27.22,7.447,NA
UFL,QUPR,1,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,5.911,1.10541606043456
UFL,QUPR,2,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,3.50075,0.900807554364416
UFL,QUPR,3,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,3.22325,0.843126473312278
UFL,QUPR,4,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,4.03475,2.59966643693635
UFL,QUPR,6,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,2.9285,1.318828917747
UFL,QUPR,7,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,1.30766666666667,0.326956164238164
UFL,QUPR,8,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,0.475666666666667,0.288125551337144
UFL,QUPR,9,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,1.51433333333333,0.428137049708774
UFL,QUPR,10,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,0.7935,0.265165042944955
UFL,QUPR,5,1,1238.47,1165.79,1620.79,20.721375,1.026666667,51.47833333,23.51,39.38125,27.22,2.97066666666667,1.34504287416176
VCR,QUPR,1,1,1138.09,993.17,1215.28,15.028375,1.026666667,51.47833333,23.51,39.38125,27.22,5.289,1.72622227228516
VCR,QUPR,2,1,1138.09,993.17,1215.28,15.028375,1.026666667,51.47833333,23.51,39.38125,27.22,2.90633333333333,0.953973968897125
VCR,QUPR,3,1,1138.09,993.17,1215.28,15.028375,1.026666667,51.47833333,23.51,39.38125,27.22,2.66,0.320780298646909
VCR,QUPR,6,1,1138.09,993.17,1215.28,15.028375,1.026666667,51.47833333,23.51,39.38125,27.22,0.763,NA
AND,RHMA,1,1,2309.5,763.6333333,982.3666667,9.1659375,0.4175,50.7975,16.952,36.902,36.274,5.4095,0.390478765961309
AND,RHMA,2,1,2309.5,763.6333333,982.3666667,9.1659375,0.4175,50.7975,16.952,36.902,36.274,4.71675,0.667993201063204
ARC,RHMA,1,1,326.66,284.43,422.74,-8.872666667,0.4175,50.7975,16.952,36.902,36.274,6.248,0.168394378370142
ARC,RHMA,2,1,326.66,284.43,422.74,-8.872666667,0.4175,50.7975,16.952,36.902,36.274,5.76525,0.307852101936411
CDR,RHMA,5,1,822.7777778,733.2,1026.133333,7.056204167,0.4175,50.7975,16.952,36.902,36.274,6.453,1.68291413922398
CPR,RHMA,1,1,440.4,430.42,1201.73,8.598458333,0.4175,50.7975,16.952,36.902,36.274,7.08125,0.389043592244708
CPR,RHMA,2,1,440.4,430.42,1201.73,8.598458333,0.4175,50.7975,16.952,36.902,36.274,5.49975,0.943409198951688
CWT,RHMA,9,1,1905.66,1173.16,1352.79,13.34375,0.4175,50.7975,16.952,36.902,36.274,3.33,NA
CWT,RHMA,2,1,1905.66,1173.16,1352.79,13.34375,0.4175,50.7975,16.952,36.902,36.274,4.395,NA
CWT,RHMA,8,1,1905.66,1173.16,1352.79,13.34375,0.4175,50.7975,16.952,36.902,36.274,1.95,NA
CWT,RHMA,10,1,1905.66,1173.16,1352.79,13.34375,0.4175,50.7975,16.952,36.902,36.274,1.431,NA
JRN,RHMA,1,1,298.1111111,292.2666667,1665.977778,17.14754167,0.4175,50.7975,16.952,36.902,36.274,3.9445,2.90326408260312
JRN,RHMA,2,1,298.1111111,292.2666667,1665.977778,17.14754167,0.4175,50.7975,16.952,36.902,36.274,6.2545,2.65759983013675
JUN,RHMA,1,1,2877.81,494.81,543.94,4.277983333,0.4175,50.7975,16.952,36.902,36.274,5.02325,1.36537134753395
KBS,RHMA,1,1,811.15,707.59,1007.43,8.838666667,0.4175,50.7975,16.952,36.902,36.274,5.88225,0.204711789271323
KBS,RHMA,2,1,811.15,707.59,1007.43,8.838666667,0.4175,50.7975,16.952,36.902,36.274,2.83,2.44921797042784
KBS,RHMA,3,1,811.15,707.59,1007.43,8.838666667,0.4175,50.7975,16.952,36.902,36.274,3.668,1.22576506721313
LBS,RHMA,7,1,4099.52,1699.15,1772.69,26.18779167,0.4175,50.7975,16.952,36.902,36.274,1.016,0.830351732701269
LUQ,RHMA,1,1,3362.82,1233.94,1259.58,23.47708333,0.4175,50.7975,16.952,36.902,36.274,4.4935,0.106384522683832
LUQ,RHMA,2,1,3362.82,1233.94,1259.58,23.47708333,0.4175,50.7975,16.952,36.902,36.274,3.883,0.220116635748717
MTV,RHMA,1,1,2685,1084.06,1165.5,17.67916667,0.4175,50.7975,16.952,36.902,36.274,6.25575,0.295790888973951
NIN,RHMA,1,1,1491.22,1206.53,1456.16,18.203875,0.4175,50.7975,16.952,36.902,36.274,1.18475,0.844245767929379
NIN,RHMA,2,1,1491.22,1206.53,1456.16,18.203875,0.4175,50.7975,16.952,36.902,36.274,0.2745,0.223753584701266
NIN,RHMA,4,1,1491.22,1206.53,1456.16,18.203875,0.4175,50.7975,16.952,36.902,36.274,0.192,0.169705627484771
NLK,RHMA,1,1,676.63,649.13,884.36,4.137,0.4175,50.7975,16.952,36.902,36.274,7.5145,0.549404829489755
OLY,RHMA,9,1,1530.9,794.19,1043.78,10.7329625,0.4175,50.7975,16.952,36.902,36.274,1.179,NA
CDR,ROPS,10,1,822.7777778,733.2,1026.133333,7.056204167,2.45,50.1875,17.65833333,40.445,33.76833333,0.8925,0.669630121783661
CWT,ROPS,5,1,1905.66,1173.16,1352.79,13.34375,2.45,50.1875,17.65833333,40.445,33.76833333,1.481,NA
CWT,ROPS,7,1,1905.66,1173.16,1352.79,13.34375,2.45,50.1875,17.65833333,40.445,33.76833333,0.542,NA
CWT,ROPS,8,1,1905.66,1173.16,1352.79,13.34375,2.45,50.1875,17.65833333,40.445,33.76833333,1.105,NA
SEV,ROPS,4,1,254.5,252.22,1601.93,13.17375,2.45,50.1875,17.65833333,40.445,33.76833333,2.838,0.75218481771437
SMR,ROPS,3,1,240.31,236.14,1860.46,14.64165417,2.45,50.1875,17.65833333,40.445,33.76833333,7.187,0.647771564673844
AND,SPAL,3,1,2309.5,763.6333333,982.3666667,9.1659375,0.71125,42.72375,7.124,58.773,26.747,3.91525,0.399398193118931
