SITE,SPECIES,DURATION,MESH,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE,mean.afw,sd.afw
GSF,ANGE,3,1,508.41,502.5,1421.8,26.38333333,0.6175,44.55,18.68166667,59.37333333,14.74166667,5.813,NA
JUN,ANGE,5,1,2877.81,494.81,543.94,4.277983333,0.6175,44.55,18.68166667,59.37333333,14.74166667,3.15675,0.886441340416838
KNZ,ANGE,3,1,791.21,746.72,1250.01,12.57004167,0.6175,44.55,18.68166667,59.37333333,14.74166667,4.06825,0.441216027965138
LUQ,ANGE,7,1,3362.82,1233.94,1259.58,23.47708333,0.6175,44.55,18.68166667,59.37333333,14.74166667,0.5525,0.864852010461906
LVW,ANGE,10,1,1096.46,850.81,1083.15,1.707875,0.6175,44.55,18.68166667,59.37333333,14.74166667,6.0515,1.41067802846716
NLK,ANGE,2,1,676.63,649.13,884.36,4.137,0.6175,44.55,18.68166667,59.37333333,14.74166667,5.3505,0.626090781489926
NWT,ANGE,1,1,1249.7,646.57,755.51,-3.2115,0.6175,44.55,18.68166667,59.37333333,14.74166667,7.67125,0.139853196841069
AND,BELU,4,1,2309.5,763.6333333,982.3666667,9.1659375,1.6,49.88,26.624,45.782,18.524,5.049,0.562739134353861
CDR,BELU,9,1,822.7777778,733.2,1026.133333,7.056204167,1.6,49.88,26.624,45.782,18.524,3.803,1.87948982439384
CWT,BELU,4,1,1905.66,1173.16,1352.79,13.34375,1.6,49.88,26.624,45.782,18.524,0.42,NA
CWT,BELU,10,1,1905.66,1173.16,1352.79,13.34375,1.6,49.88,26.624,45.782,18.524,0.2,0.0777817459305202
CWT,BELU,2,1,1905.66,1173.16,1352.79,13.34375,1.6,49.88,26.624,45.782,18.524,1.953,NA
GSF,BELU,1,1,508.41,502.5,1421.8,26.38333333,1.6,49.88,26.624,45.782,18.524,7.8815,0.412466968374439
HBR,BELU,5,1,1396.13,712.53,817.54,5.548666667,1.6,49.88,26.624,45.782,18.524,2.207,1.39618384653789
KBS,BELU,7,1,811.15,707.59,1007.43,8.838666667,1.6,49.88,26.624,45.782,18.524,1.5265,1.35269527240987
LUQ,BELU,1,1,3362.82,1233.94,1259.58,23.47708333,1.6,49.88,26.624,45.782,18.524,5.1055,0.339971077201184
NWT,BELU,8,1,1249.7,646.57,755.51,-3.2115,1.6,49.88,26.624,45.782,18.524,6.148,NA
ARC,BOER,4,1,326.66,284.43,422.74,-8.872666667,0.8625,44.8975,15.534,64.334,13.19,6.07225,0.438009417706971
BNZ,BOER,6,1,402.87,359.8,575.89,-1.760208333,0.8625,44.8975,15.534,64.334,13.19,4.81175,1.30034774195213
CPR,BOER,1,1,440.4,430.42,1201.73,8.598458333,0.8625,44.8975,15.534,64.334,13.19,7.287,0.0617980582219211
JRN,BOER,3,1,298.1111111,292.2666667,1665.977778,17.14754167,0.8625,44.8975,15.534,64.334,13.19,5.05125,0.605293523837816
KNZ,BOER,6,1,791.21,746.72,1250.01,12.57004167,0.8625,44.8975,15.534,64.334,13.19,2.201,NA
LBS,BOER,9,1,4099.52,1699.15,1772.69,26.18779167,0.8625,44.8975,15.534,64.334,13.19,2.23475,1.745074855128
NWT,BOER,2,1,1249.7,646.57,755.51,-3.2115,0.8625,44.8975,15.534,64.334,13.19,6.0335,0.256541744491353
OLY,BOER,7,1,1530.9,794.19,1043.78,10.7329625,0.8625,44.8975,15.534,64.334,13.19,1.49675,1.03261427938994
UFL,BOER,8,1,1238.47,1165.79,1620.79,20.721375,0.8625,44.8975,15.534,64.334,13.19,0.755666666666667,0.395769293065207
UFL,BOER,6,1,1238.47,1165.79,1620.79,20.721375,0.8625,44.8975,15.534,64.334,13.19,2.517,NA
AND,BOGR,7,1,2309.5,763.6333333,982.3666667,9.1659375,0.96,42.9575,7.962,68.584,13.84,1.56,0.682678548073689
ARC,BOGR,3,1,326.66,284.43,422.74,-8.872666667,0.96,42.9575,7.962,68.584,13.84,3.4795,0.840266029302625
BCI,BOGR,1,1,2692.38,1367.63,1517.06,27.16933333,0.96,42.9575,7.962,68.584,13.84,6.2085,0.344443996415479
BCI,BOGR,5,1,2692.38,1367.63,1517.06,27.16933333,0.96,42.9575,7.962,68.584,13.84,1.273,0.11879393923934
BSF,BOGR,5,1,1244.55,752.61,1096.91,11.29540417,0.96,42.9575,7.962,68.584,13.84,3.20866666666667,0.2894345061207
CDR,BOGR,8,1,822.7777778,733.2,1026.133333,7.056204167,0.96,42.9575,7.962,68.584,13.84,0.831,NA
HFR,BOGR,1,1,1152.13,851.25,1041.04,7.489633333,0.96,42.9575,7.962,68.584,13.84,3.096,0.169089719774247
KNZ,BOGR,4,1,791.21,746.72,1250.01,12.57004167,0.96,42.9575,7.962,68.584,13.84,1.34833333333333,0.151216180792048
MTV,BOGR,7,1,2685,1084.06,1165.5,17.67916667,0.96,42.9575,7.962,68.584,13.84,1.19275,0.176384759356735
OLY,BOGR,6,1,1530.9,794.19,1043.78,10.7329625,0.96,42.9575,7.962,68.584,13.84,1.56975,0.309977821787301
SEV,BOGR,2,1,254.5,252.22,1601.93,13.17375,0.96,42.9575,7.962,68.584,13.84,2.30225,0.343980983001483
AND,CEGR,2,1,2309.5,763.6333333,982.3666667,9.1659375,1.3275,52.5825,12.374,26.866,49.114,4.77125,0.517783336283945
BCI,CEGR,6,1,2692.38,1367.63,1517.06,27.16933333,1.3275,52.5825,12.374,26.866,49.114,0.532,0.296504075295209
GSF,CEGR,7,1,508.41,502.5,1421.8,26.38333333,1.3275,52.5825,12.374,26.866,49.114,6.15425,3.02334763410804
GSF,CEGR,8,1,508.41,502.5,1421.8,26.38333333,1.3275,52.5825,12.374,26.866,49.114,1.983,0.444063058585152
GSF,CEGR,9,1,508.41,502.5,1421.8,26.38333333,1.3275,52.5825,12.374,26.866,49.114,3.455,0.0707106781186548
HFR,CEGR,9,1,1152.13,851.25,1041.04,7.489633333,1.3275,52.5825,12.374,26.866,49.114,1.5365,0.201525432638166
KBS,CEGR,8,1,811.15,707.59,1007.43,8.838666667,1.3275,52.5825,12.374,26.866,49.114,1.19,0.610940258945177
MTV,CEGR,8,1,2685,1084.06,1165.5,17.67916667,1.3275,52.5825,12.374,26.866,49.114,1.527,0.969268108763858
OLY,CEGR,1,1,1530.9,794.19,1043.78,10.7329625,1.3275,52.5825,12.374,26.866,49.114,4.879,0.263184346039045
SMR,CEGR,4,1,240.31,236.14,1860.46,14.64165417,1.3275,52.5825,12.374,26.866,49.114,6.463,2.94297842329841
UFL,CEGR,3,1,1238.47,1165.79,1620.79,20.721375,1.3275,52.5825,12.374,26.866,49.114,2.71066666666667,0.13460064388157
UFL,CEGR,2,1,1238.47,1165.79,1620.79,20.721375,1.3275,52.5825,12.374,26.866,49.114,4.448,NA
VCR,CEGR,3,1,1138.09,993.17,1215.28,15.028375,1.3275,52.5825,12.374,26.866,49.114,0.54,NA
BSF,CONU,8,1,1244.55,752.61,1096.91,11.29540417,0.8075,44.125,0.7575,37.008,51.742,1.429,0.629073127704562
BSF,CONU,10,1,1244.55,752.61,1096.91,11.29540417,0.8075,44.125,0.7575,37.008,51.742,1.94,NA
CPR,CONU,5,1,440.4,430.42,1201.73,8.598458333,0.8075,44.125,0.7575,37.008,51.742,3.332,NA
HBR,CONU,6,1,1396.13,712.53,817.54,5.548666667,0.8075,44.125,0.7575,37.008,51.742,0.13,0.098
HFR,CONU,3,1,1152.13,851.25,1041.04,7.489633333,0.8075,44.125,0.7575,37.008,51.742,0.934,0.429949609450534
LBS,CONU,2,1,4099.52,1699.15,1772.69,26.18779167,0.8075,44.125,0.7575,37.008,51.742,0.75625,0.495863136359218
UFL,CONU,7,1,1238.47,1165.79,1620.79,20.721375,0.8075,44.125,0.7575,37.008,51.742,0.7225,0.200111219075793
UFL,CONU,6,1,1238.47,1165.79,1620.79,20.721375,0.8075,44.125,0.7575,37.008,51.742,0.716,NA
VCR,CONU,2,1,1138.09,993.17,1215.28,15.028375,0.8075,44.125,0.7575,37.008,51.742,0.068,0.0536935750346352
AND,DRGL,1,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.6365,0.240851960063992
AND,DRGL,2,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.869,0.561992289389573
AND,DRGL,3,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.5245,0.437195989612592
AND,DRGL,4,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.2875,0.224859215214024
AND,DRGL,5,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.93825,0.318181682900404
AND,DRGL,6,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.22325,1.08283928478176
AND,DRGL,7,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.32233333333333,0.985393999034566
AND,DRGL,8,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.09775,0.407288902377661
AND,DRGL,9,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.42025,0.83340041396678
AND,DRGL,10,1,2309.5,763.6333333,982.3666667,9.1659375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.84925,0.715881449682837
ARC,DRGL,1,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.09175,0.617164146182629
ARC,DRGL,2,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.1855,0.591568818200103
ARC,DRGL,3,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.61475,0.628909307187186
ARC,DRGL,4,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.437,0.832398141916875
ARC,DRGL,6,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.22833333333333,0.283507201554622
ARC,DRGL,7,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.11725,0.581628962483816
ARC,DRGL,8,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.97925,0.534844136174269
ARC,DRGL,9,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.73533333333333,0.339007866182089
ARC,DRGL,10,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.2655,0.42128098303468
ARC,DRGL,5,1,326.66,284.43,422.74,-8.872666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.81133333333333,0.601618095915784
BCI,DRGL,1,1,2692.38,1367.63,1517.06,27.16933333,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.4195,0.41945162613425
BCI,DRGL,2,1,2692.38,1367.63,1517.06,27.16933333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.24425,0.29457243025556
BCI,DRGL,3,1,2692.38,1367.63,1517.06,27.16933333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.643,0.221116862013431
BCI,DRGL,4,1,2692.38,1367.63,1517.06,27.16933333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.281666666666667,0.335440506399173
BCI,DRGL,6,1,2692.38,1367.63,1517.06,27.16933333,1.973333333,47.79333333,10.90875,39.8175,40.23125,NA,NA
BCI,DRGL,5,1,2692.38,1367.63,1517.06,27.16933333,1.973333333,47.79333333,10.90875,39.8175,40.23125,NA,NA
BNZ,DRGL,1,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.5135,0.286694378505521
BNZ,DRGL,2,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.6095,0.726888574679778
BNZ,DRGL,3,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.42875,1.12403480817989
BNZ,DRGL,4,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.50975,1.23624117792605
BNZ,DRGL,5,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.3245,1.16535216422619
BNZ,DRGL,6,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.16925,0.823404467237497
BNZ,DRGL,7,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.40366666666667,0.940592543736837
BNZ,DRGL,8,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.8365,0.952857282073239
BNZ,DRGL,9,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.65175,1.11990992941397
BNZ,DRGL,10,1,402.87,359.8,575.89,-1.760208333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.86725,0.793278166849435
BSF,DRGL,1,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.634,0.114833212385036
BSF,DRGL,2,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.106,0.379456629054407
BSF,DRGL,3,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.69,1.16111641678745
BSF,DRGL,5,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.22325,0.752766176622374
BSF,DRGL,6,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.98025,1.39143555965293
BSF,DRGL,8,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.923,0.343375887330488
BSF,DRGL,10,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.50533333333333,0.269935794835241
BSF,DRGL,4,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.955,0.134279559129452
BSF,DRGL,7,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.04333333333333,0.392582899950231
BSF,DRGL,9,1,1244.55,752.61,1096.91,11.29540417,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.208,0.556568953499923
CDR,DRGL,1,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,5.0875,0.318074938759197
CDR,DRGL,2,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.88025,0.587007878993119
CDR,DRGL,3,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.43025,0.457182950250772
CDR,DRGL,4,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.58833333333333,1.94143254668642
CDR,DRGL,5,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.965,1.43825519293344
CDR,DRGL,6,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.4755,0.102530483272049
CDR,DRGL,8,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.199,NA
CDR,DRGL,7,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.343,NA
CDR,DRGL,10,1,822.7777778,733.2,1026.133333,7.056204167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.169,NA
CPR,DRGL,1,1,440.4,430.42,1201.73,8.598458333,1.973333333,47.79333333,10.90875,39.8175,40.23125,7.27225,0.272555040312961
CPR,DRGL,2,1,440.4,430.42,1201.73,8.598458333,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.37425,0.514301062932338
CPR,DRGL,3,1,440.4,430.42,1201.73,8.598458333,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.86725,0.472614977192499
CPR,DRGL,4,1,440.4,430.42,1201.73,8.598458333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.62633333333333,1.63867456602381
CWT,DRGL,1,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.995,0.365959924946252
CWT,DRGL,2,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.5065,0.274282700876304
CWT,DRGL,3,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.031,0.241500862662365
CWT,DRGL,4,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.557,0.589412136511174
CWT,DRGL,5,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.89775,0.465077323320184
CWT,DRGL,6,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.12525,0.254350643797102
CWT,DRGL,7,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.446,0.339411254969543
CWT,DRGL,8,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.5365,0.634455409518011
CWT,DRGL,9,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.2065,0.17829843895372
CWT,DRGL,10,1,1905.66,1173.16,1352.79,13.34375,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.234,0.196236252172392
GSF,DRGL,1,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.90125,1.29189353921547
GSF,DRGL,2,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.449,0.402396156376607
GSF,DRGL,3,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.17775,0.373077628204462
GSF,DRGL,4,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.87425,0.410980433435299
GSF,DRGL,5,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.07575,0.55712378935625
GSF,DRGL,6,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.752,0.846170195646242
GSF,DRGL,7,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.71275,1.46012542269491
GSF,DRGL,8,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.18775,1.44387173368459
GSF,DRGL,9,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.24075,0.808692102512858
GSF,DRGL,10,1,508.41,502.5,1421.8,26.38333333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.959,1.86831688960947
HBR,DRGL,1,1,1396.13,712.53,817.54,5.548666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.30525,0.298099955272277
HBR,DRGL,2,1,1396.13,712.53,817.54,5.548666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.682,0.184955850587827
HBR,DRGL,3,1,1396.13,712.53,817.54,5.548666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.58575,0.215294178586727
HBR,DRGL,4,1,1396.13,712.53,817.54,5.548666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.7165,0.403154643612928
HBR,DRGL,5,1,1396.13,712.53,817.54,5.548666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.11875,0.282301700313689
HBR,DRGL,6,1,1396.13,712.53,817.54,5.548666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.845,0.747552896679114
HFR,DRGL,1,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.86825,0.49950266932887
HFR,DRGL,2,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.18325,0.337571103621148
HFR,DRGL,3,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.70775,0.367408378601614
HFR,DRGL,4,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.77725,0.639077134103023
HFR,DRGL,6,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.05225,0.397038516183674
HFR,DRGL,8,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.18825,0.207570670696352
HFR,DRGL,9,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.02675,0.235880442880145
HFR,DRGL,10,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.987,0.614792105783193
HFR,DRGL,5,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.173,NA
HFR,DRGL,7,1,1152.13,851.25,1041.04,7.489633333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.676666666666667,0.312744837420753
JRN,DRGL,1,1,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125,6.2955,0.690086709527626
JRN,DRGL,2,1,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.88375,0.525888058430689
JRN,DRGL,3,1,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.342,0.997266263341942
JRN,DRGL,6,1,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.687,NA
JRN,DRGL,5,1,298.1111111,292.2666667,1665.977778,17.14754167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.06,NA
JUN,DRGL,1,1,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.10475,0.522641607605059
JUN,DRGL,2,1,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.23375,0.594133753179085
JUN,DRGL,3,1,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.56525,0.381254398881727
JUN,DRGL,5,1,2877.81,494.81,543.94,4.277983333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.559,0.726905771059771
KBS,DRGL,1,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.00575,0.0960464297445079
KBS,DRGL,2,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,4.31675,1.21320275167289
KBS,DRGL,3,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.578,1.16825710640538
KBS,DRGL,4,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.1495,0.159
KBS,DRGL,5,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.09975,0.05187404617597
KBS,DRGL,7,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.47,0.767778179771562
KBS,DRGL,6,1,811.15,707.59,1007.43,8.838666667,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.08466666666667,0.401871040675157
KNZ,DRGL,1,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.81425,3.45050115925209
KNZ,DRGL,2,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.5445,2.913
KNZ,DRGL,3,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.4835,2.08368047774445
KNZ,DRGL,4,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.504666666666667,0.461166275147406
KNZ,DRGL,7,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.371,NA
KNZ,DRGL,8,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.473,NA
KNZ,DRGL,6,1,791.21,746.72,1250.01,12.57004167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.326,NA
LBS,DRGL,1,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,3.5605,0.297532631263642
LBS,DRGL,2,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.047,0.4803401572497
LBS,DRGL,3,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.265,0.302689059377221
LBS,DRGL,5,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.962,0.621526078830701
LBS,DRGL,6,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.16225,0.94050035442134
LBS,DRGL,7,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.544,0.450788198603291
LBS,DRGL,8,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.9325,1.34768208417267
LBS,DRGL,9,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.61125,0.455685106917778
LBS,DRGL,10,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.89,1.05104487693596
LBS,DRGL,4,1,4099.52,1699.15,1772.69,26.18779167,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.115,NA
LUQ,DRGL,1,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.2925,0.220321734440038
LUQ,DRGL,2,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,1.7595,0.318690550011554
LUQ,DRGL,3,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,2.32225,1.3834742197333
LUQ,DRGL,4,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.74725,0.31608160866038
LUQ,DRGL,5,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.53825,0.241614534606951
LUQ,DRGL,6,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.3945,0.241933186369019
LUQ,DRGL,7,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.14775,0.0933537180120142
LUQ,DRGL,8,1,3362.82,1233.94,1259.58,23.47708333,1.973333333,47.79333333,10.90875,39.8175,40.23125,0.2035,0.133572701801928
