STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,NIR_NUM,MESH,DATEOUT,IADW,IODW,DATEIN,FWW,FOW,LENGTH,IADW1,IODW1,IASH,FASH,IAFW,FAFW,PRM,PAFRM,KDW,KAFW,TYPE1,TIMEOUT,COMMENT,FLAG
TD023,9,"LIDET_OLY",4,10,"QUPR",L,4372,1.0,1990-10-12,9.961,9.284,2000-10-19,7.160,1.690,,,,4.390,12.270,8.876,1.483,18.203,16.708,-0.170,-0.179,L,10.02,F,
TD023,9,"LIDET_OLY",4,10,"THPL",L,1041,1.0,1990-10-12,10.088,9.563,2000-10-19,13.490,3.240,,,,7.790,28.170,8.818,2.327,33.881,26.389,-0.108,-0.133,L,10.02,F,
TD023,9,"LIDET_OLY",4,10,"TRAE",L,3090,1.0,1990-10-12,10.087,9.673,2000-10-19,10.810,2.480,,,,2.820,15.350,9.400,2.099,25.638,22.330,-0.136,-0.150,L,10.02,F,
TD023,9,"LIDET_OLY",4,15,"GOBA",A,80519,,1994-10-13,52.373,48.489,1995-10-12,41.380,23.780,30.50,26.187,24.245,1.470,1.820,23.889,23.347,98.082,97.731,-0.019,-0.023,W,1.00,,
TD023,9,"LIDET_OLY",4,15,"GOBA",B,80519,1.0,1994-10-13,52.373,48.489,1995-10-12,46.640,21.790,30.60,26.272,24.324,1.470,1.770,23.966,21.404,89.582,89.310,-0.110,-0.113,W,1.00,,
TD023,9,"LIDET_OLY",4,16,"GOBA",A,80520,,1994-10-13,52.731,48.820,1996-10-17,45.420,22.120,30.00,25.933,24.010,1.470,1.120,23.657,21.872,92.128,92.455,-0.041,-0.039,W,2.01,,
TD023,9,"LIDET_OLY",4,16,"GOBA",B,80520,1.0,1994-10-13,52.731,48.820,1996-10-17,50.810,22.820,31.00,26.798,24.810,1.470,1.100,24.445,22.569,91.979,92.326,-0.042,-0.040,W,2.01,,
TD023,9,"LIDET_OLY",4,17,"GOBA",A,80521,,1994-10-13,49.733,46.045,1997-10-09,,20.940,36.20,29.514,27.325,1.470,0.020,26.923,20.936,76.633,77.763,-0.089,-0.084,W,2.99,,
TD023,9,"LIDET_OLY",4,17,"GOBA",B,80521,1.0,1994-10-13,49.733,46.045,1997-10-09,,14.030,24.80,20.219,18.720,1.470,2.380,18.445,13.696,74.947,74.253,-0.096,-0.100,W,2.99,,
TD023,9,"LIDET_OLY",4,18,"GOBA",A,80522,,1994-10-13,40.403,37.407,1998-10-09,45.100,15.390,32.40,21.460,19.869,1.470,1.110,19.577,15.219,77.457,77.739,-0.064,-0.063,W,3.99,,
TD023,9,"LIDET_OLY",4,18,"GOBA",B,80522,1.0,1994-10-13,40.403,37.407,1998-10-09,41.830,14.200,28.70,19.009,17.600,1.470,0.950,17.341,14.065,80.682,81.108,-0.054,-0.052,W,3.99,,
TD023,9,"LIDET_OLY",4,19,"GOBA",A,80523,,1994-10-13,52.779,48.865,1999-10-09,54.860,23.290,35.00,30.283,28.037,1.470,0.750,27.625,23.115,83.069,83.674,-0.037,-0.036,W,4.99,T,
TD023,9,"LIDET_OLY",4,19,"GOBA",B,80523,1.0,1994-10-13,52.779,48.865,1999-10-09,43.310,17.900,29.00,25.092,23.231,1.470,2.740,22.890,17.410,77.052,76.059,-0.052,-0.055,W,4.99,,
TD023,9,"LIDET_OLY",4,20,"GOBA",A,80524,,1994-10-13,50.477,46.734,2000-10-19,44.720,14.880,30.00,24.825,22.984,1.470,1.280,22.646,14.690,64.741,64.868,-0.072,-0.072,W,6.02,T,
TD023,9,"LIDET_OLY",4,20,"GOBA",B,80524,1.0,1994-10-13,50.477,46.734,2000-10-19,39.380,11.900,30.00,24.825,22.984,1.470,0.020,22.646,11.898,51.775,52.539,-0.109,-0.107,W,6.02,,
TD023,9,"LIDET_SEV",1,1,"ACSA",L,4120,1.0,1990-10-24,10.000,9.490,1991-10-29,,7.910,,,,4.710,7.660,9.043,7.304,83.351,80.770,-0.180,-0.211,L,1.01,,
TD023,9,"LIDET_SEV",1,1,"ANGE",R,45860,0.1,1990-10-24,7.029,6.621,1991-10-29,6.770,6.380,,,,36.100,37.470,4.231,3.989,96.360,94.280,-0.037,-0.058,R,1.01,,
TD023,9,"LIDET_SEV",1,1,"DRGL",L,5800,1.0,1990-10-24,9.945,9.597,1991-10-29,,11.420,,,,7.800,32.840,8.848,7.670,118.996,86.686,0.172,-0.141,L,1.01,,
TD023,9,"LIDET_SEV",1,1,"DRGL",R,47103,0.1,1990-10-24,7.032,6.772,1991-10-29,5.880,5.350,,,,6.950,9.210,6.301,4.857,79.002,77.083,-0.233,-0.257,R,1.01,,
TD023,9,"LIDET_SEV",1,1,"GOBA",A,60468,,1990-10-24,49.241,45.449,1991-10-29,17.790,17.790,25.20,20.342,18.776,1.470,0.760,18.500,17.655,94.749,95.432,-0.053,-0.046,W,1.01,,
TD023,9,"LIDET_SEV",1,1,"GOBA",B,60468,,1990-10-24,49.241,45.449,1991-10-29,23.080,21.820,36.50,29.464,27.195,1.470,1.510,26.795,21.491,80.235,80.205,-0.217,-0.218,W,1.01,,
TD023,9,"LIDET_SEV",1,1,"PIEL",R,48122,0.1,1990-10-24,7.062,6.433,1991-10-29,6.800,6.230,,,,6.300,10.730,6.028,5.562,96.844,92.269,-0.032,-0.079,R,1.01,,
TD023,9,"LIDET_SEV",1,1,"PIRE",L,2440,1.0,1990-10-24,10.000,9.720,1991-10-29,,9.450,,,,1.700,6.490,9.555,8.837,97.222,92.486,-0.028,-0.077,L,1.01,,
TD023,9,"LIDET_SEV",1,1,"QUPR",L,4960,1.0,1990-10-24,10.033,9.421,1991-10-29,,9.650,,,,4.390,11.810,9.007,8.510,102.431,94.482,0.024,-0.056,L,1.01,,
TD023,9,"LIDET_SEV",1,1,"THPL",L,1600,1.0,1990-10-24,10.059,9.536,1991-10-29,,9.070,,,,7.790,10.050,8.793,8.158,95.113,92.778,-0.049,-0.074,L,1.01,,
TD023,9,"LIDET_SEV",1,1,"TRAE",L,3280,1.0,1990-10-24,9.985,9.606,1991-10-29,,9.810,,,,2.820,21.050,9.335,7.745,102.124,82.967,0.021,-0.184,L,1.01,,
TD023,9,"LIDET_SEV",1,1,"VOFE",L,8665,1.0,1990-10-24,10.005,9.315,1991-10-29,,8.310,,,,5.500,12.340,8.803,7.285,89.211,82.756,-0.113,-0.187,L,1.01,,
TD023,9,"LIDET_SEV",1,2,"ACSA",L,4116,1.0,1990-10-24,10.061,9.548,1992-10-27,,7.090,,,,4.710,31.080,9.098,4.886,74.256,53.704,-0.148,-0.309,L,2.01,,
TD023,9,"LIDET_SEV",1,2,"ANGE",R,45856,0.1,1990-10-24,7.046,6.637,1992-10-27,,4.590,,,,41.300,59.730,3.896,1.848,69.158,47.433,-0.184,-0.371,R,2.01,,
TD023,9,"LIDET_SEV",1,2,"BOGR",L,8625,1.0,1990-10-24,7.096,6.706,1992-10-27,,6.375,,,,10.160,66.630,6.025,2.127,95.064,35.303,-0.025,-0.518,L,2.01,,
TD023,9,"LIDET_SEV",1,2,"DRGL",L,5796,1.0,1990-10-24,10.047,9.695,1992-10-27,,8.234,,,,7.800,29.000,8.939,5.846,84.930,65.399,-0.081,-0.211,L,2.01,,
TD023,9,"LIDET_SEV",1,2,"DRGL",R,47099,0.1,1990-10-24,6.975,6.717,1992-10-27,,4.950,,,,6.950,7.980,6.250,4.555,73.694,72.880,-0.152,-0.157,R,2.01,,
TD023,9,"LIDET_SEV",1,2,"GOBA",A,60472,,1990-10-24,47.981,44.286,1992-10-27,,18.720,27.00,21.237,19.602,1.470,1.980,19.314,18.349,95.500,95.004,-0.023,-0.026,W,2.01,,
TD023,9,"LIDET_SEV",1,2,"GOBA",B,60472,,1990-10-24,47.981,44.286,1992-10-27,,21.260,34.00,26.744,24.684,1.470,2.130,24.321,20.807,86.129,85.552,-0.074,-0.078,W,2.01,,
TD023,9,"LIDET_SEV",1,2,"PIEL",R,48118,0.1,1990-10-24,7.010,6.386,1992-10-27,,5.680,,,,6.300,12.710,5.984,4.958,88.945,82.854,-0.058,-0.094,R,2.01,,
TD023,9,"LIDET_SEV",1,2,"PIRE",L,2436,1.0,1990-10-24,10.043,9.762,1992-10-27,,9.436,,,,1.700,20.340,9.596,7.517,96.661,78.335,-0.017,-0.122,L,2.01,,
TD023,9,"LIDET_SEV",1,2,"QUPR",L,4956,1.0,1990-10-24,10.066,9.452,1992-10-27,,11.321,,,,4.390,38.560,9.037,6.956,119.774,76.972,0.090,-0.130,L,2.01,,
TD023,9,"LIDET_SEV",1,2,"THPL",L,1596,1.0,1990-10-24,10.035,9.513,1992-10-27,,9.179,,,,7.790,30.670,8.772,6.364,96.489,72.549,-0.018,-0.160,L,2.01,,
TD023,9,"LIDET_SEV",1,2,"TRAE",L,3276,1.0,1990-10-24,10.038,9.657,1992-10-27,,11.576,,,,2.820,44.820,9.385,6.388,119.872,68.066,0.090,-0.191,L,2.01,,
TD023,9,"LIDET_SEV",1,3,"ACSA",L,4112,1.0,1990-10-24,9.995,9.485,1993-11-09,,8.074,,,,4.710,21.710,9.038,6.321,85.124,69.938,-0.053,-0.117,L,3.04,,
TD023,9,"LIDET_SEV",1,3,"ANGE",R,45852,0.1,1990-10-24,6.951,6.548,1993-11-09,,4.811,,,,48.500,65.950,3.372,1.638,73.473,48.577,-0.101,-0.237,R,3.04,,
TD023,9,"LIDET_SEV",1,3,"DRGL",L,5792,1.0,1990-10-24,9.980,9.631,1993-11-09,,13.977,,,,7.800,41.040,8.880,8.241,145.125,92.804,0.122,-0.025,L,3.04,,X
TD023,9,"LIDET_SEV",1,3,"DRGL",R,47095,0.1,1990-10-24,7.019,6.759,1993-11-09,,3.393,,,,6.950,15.870,6.289,2.855,50.200,45.397,-0.226,-0.259,R,3.04,,
TD023,9,"LIDET_SEV",1,3,"GOBA",A,60476,,1990-10-24,47.403,43.753,1993-11-09,,18.545,28.30,21.992,20.299,1.470,1.590,20.001,18.250,91.359,91.245,-0.030,-0.030,W,3.04,,
TD023,9,"LIDET_SEV",1,3,"GOBA",B,60476,,1990-10-24,47.403,43.753,1993-11-09,,20.449,33.50,26.033,24.028,1.470,0.030,23.675,20.443,85.105,86.348,-0.053,-0.048,W,3.04,,
TD023,9,"LIDET_SEV",1,3,"PIEL",R,48114,0.1,1990-10-24,7.075,6.445,1993-11-09,,6.010,,,,6.300,12.240,6.039,5.274,93.251,87.332,-0.023,-0.044,R,3.04,,
TD023,9,"LIDET_SEV",1,3,"PIRE",L,2432,1.0,1990-10-24,10.028,9.747,1993-11-09,,9.578,,,,1.700,13.630,9.581,8.273,98.266,86.348,-0.006,-0.048,L,3.04,,
TD023,9,"LIDET_SEV",1,3,"POTR",L,160,1.0,1990-10-24,10.039,9.587,1993-11-09,,11.696,,,,7.700,49.510,8.849,5.905,121.999,66.731,0.065,-0.133,L,3.04,,
TD023,9,"LIDET_SEV",1,3,"QUPR",L,4952,1.0,1990-10-24,10.033,9.421,1993-11-09,,10.894,,,,4.390,61.140,9.007,4.233,115.635,46.997,0.048,-0.248,L,3.04,,
TD023,9,"LIDET_SEV",1,3,"THPL",L,1592,1.0,1990-10-24,10.029,9.507,1993-11-09,,12.198,,,,7.790,70.930,8.766,3.546,128.305,40.452,0.082,-0.297,L,3.04,,
TD023,9,"LIDET_SEV",1,3,"TRAE",L,3272,1.0,1990-10-24,10.005,9.625,1993-11-09,,0.968,,,,2.820,28.560,9.354,0.692,10.057,7.398,-0.754,-0.855,L,3.04,,
TD023,9,"LIDET_SEV",1,4,"ACSA",L,4108,1.0,1990-10-24,10.057,9.544,1994-11-02,,6.880,,,,4.710,22.470,9.094,5.334,72.087,58.654,-0.081,-0.133,L,4.02,,
TD023,9,"LIDET_SEV",1,4,"ANGE",R,45848,0.1,1990-10-24,6.963,6.559,1994-11-02,,2.700,,,,25.000,60.840,4.919,1.057,41.165,21.488,-0.221,-0.382,R,4.02,,
TD023,9,"LIDET_SEV",1,4,"DRGL",L,5788,1.0,1990-10-24,10.001,9.651,1994-11-02,,6.380,,,,7.800,26.320,8.898,4.701,66.107,52.832,-0.103,-0.159,L,4.02,,
TD023,9,"LIDET_SEV",1,4,"DRGL",R,47091,0.1,1990-10-24,7.050,6.789,1994-11-02,,2.240,,,,6.950,27.980,6.317,1.613,32.995,25.534,-0.276,-0.339,R,4.02,,
TD023,9,"LIDET_SEV",1,4,"GOBA",A,60480,,1990-10-24,50.630,46.731,1994-11-02,,20.120,29.00,24.070,22.216,1.470,1.310,21.889,19.856,90.565,90.712,-0.025,-0.024,W,4.02,,
TD023,9,"LIDET_SEV",1,4,"GOBA",B,60480,,1990-10-24,50.630,46.731,1994-11-02,,16.560,31.50,26.145,24.132,1.470,2.580,23.777,16.133,68.623,67.851,-0.094,-0.096,W,4.02,,
TD023,9,"LIDET_SEV",1,4,"PIEL",R,48110,0.1,1990-10-24,7.093,6.462,1994-11-02,,4.830,,,,6.300,11.380,6.055,4.280,74.745,70.685,-0.072,-0.086,R,4.02,,
TD023,9,"LIDET_SEV",1,4,"PIRE",L,2428,1.0,1990-10-24,10.001,9.721,1994-11-02,,4.990,,,,1.700,12.310,9.556,4.376,51.332,45.793,-0.166,-0.194,L,4.02,,
TD023,9,"LIDET_SEV",1,4,"QUPR",L,4948,1.0,1990-10-24,10.051,9.438,1994-11-02,,7.260,,,,4.390,31.980,9.024,4.938,76.923,54.721,-0.065,-0.150,L,4.02,,
TD023,9,"LIDET_SEV",1,4,"ROPS",L,480,1.0,1990-10-24,10.119,9.664,1994-11-02,,2.630,,,,5.610,21.790,9.122,2.057,27.214,22.550,-0.323,-0.370,L,4.02,,
TD023,9,"LIDET_SEV",1,4,"THPL",L,1588,1.0,1990-10-24,9.981,9.462,1994-11-02,,7.130,,,,7.790,16.400,8.725,5.961,75.354,68.321,-0.070,-0.095,L,4.02,,
TD023,9,"LIDET_SEV",1,4,"TRAE",L,3268,1.0,1990-10-24,9.996,9.616,1994-11-02,,5.580,,,,2.820,10.540,9.345,4.992,58.028,53.419,-0.135,-0.156,L,4.02,,
TD023,9,"LIDET_SEV",1,5,"ANGE",R,45844,0.1,1990-10-24,7.044,6.635,1995-10-25,,4.200,,,,45.100,71.160,3.643,1.211,63.301,33.242,-0.091,-0.220,R,5.00,,
TD023,9,"LIDET_SEV",1,5,"DRGL",R,47087,0.1,1990-10-24,7.063,6.802,1995-10-25,,2.180,,,,6.950,10.610,6.329,1.949,32.049,30.795,-0.227,-0.235,R,5.00,,
TD023,9,"LIDET_SEV",1,5,"GOBA",A,60484,,1990-10-24,50.100,46.242,1995-10-25,,21.870,30.50,25.050,23.121,1.470,1.060,22.781,21.638,94.589,94.983,-0.011,-0.010,W,5.00,,
TD023,9,"LIDET_SEV",1,5,"GOBA",B,60484,,1990-10-24,50.100,46.242,1995-10-25,,20.610,30.50,25.050,23.121,1.470,0.010,22.781,20.608,89.140,90.461,-0.023,-0.020,W,5.00,,
TD023,9,"LIDET_SEV",1,5,"PIEL",R,48106,0.1,1990-10-24,7.031,6.405,1995-10-25,,5.410,,,,6.300,13.600,6.001,4.674,84.465,77.887,-0.034,-0.050,R,5.00,,
TD023,9,"LIDET_SEV",1,6,"ANGE",R,45840,0.1,1990-10-24,6.972,6.568,1996-10-25,,5.240,,,,68.300,85.610,2.082,0.754,79.781,36.215,-0.038,-0.169,R,6.00,,
TD023,9,"LIDET_SEV",1,6,"DRGL",R,47083,0.1,1990-10-24,7.057,6.796,1996-10-25,,2.100,,,,6.950,11.800,6.324,1.852,30.901,29.285,-0.196,-0.205,R,6.00,,
TD023,9,"LIDET_SEV",1,6,"GOBA",A,60488,,1990-10-24,35.681,32.934,1996-10-25,,14.000,29.50,17.256,15.927,1.470,2.410,15.693,13.663,87.901,87.064,-0.021,-0.023,W,6.00,,
TD023,9,"LIDET_SEV",1,6,"GOBA",B,60488,,1990-10-24,35.681,32.934,1996-10-25,,12.540,31.30,18.308,16.899,1.470,3.020,16.651,12.161,74.206,73.035,-0.050,-0.052,W,6.00,,
TD023,9,"LIDET_SEV",1,6,"PIEL",R,48102,0.1,1990-10-24,7.088,6.457,1996-10-25,,5.560,,,,6.300,14.480,6.050,4.755,86.108,78.595,-0.025,-0.040,R,6.00,,
TD023,9,"LIDET_SEV",1,7,"ANGE",R,45836,0.1,1990-10-24,6.999,6.593,1997-10-17,,4.070,,,,43.100,69.770,3.751,1.230,61.732,32.791,-0.069,-0.160,R,6.98,,
TD023,9,"LIDET_SEV",1,7,"DRGL",R,47079,0.1,1990-10-24,7.028,6.768,1997-10-17,,1.720,,,,6.950,14.210,6.298,1.476,25.414,23.436,-0.196,-0.208,R,6.98,,
TD023,9,"LIDET_SEV",1,7,"GOBA",A,60492,,1990-10-24,52.958,48.880,1997-10-17,,19.820,27.60,23.961,22.116,1.470,1.230,21.791,19.576,89.618,89.835,-0.016,-0.015,W,6.98,,
TD023,9,"LIDET_SEV",1,7,"GOBA",B,60492,,1990-10-24,52.958,48.880,1997-10-17,,7.020,13.50,11.720,10.818,1.470,2.500,10.659,6.845,64.892,64.218,-0.062,-0.063,W,6.98,T,
TD023,9,"LIDET_SEV",1,7,"PIEL",R,48098,0.1,1990-10-24,7.062,6.433,1997-10-17,,5.570,,,,6.300,17.540,6.028,4.593,86.585,76.194,-0.021,-0.039,R,6.98,,
TD023,9,"LIDET_SEV",1,8,"ANGE",R,45832,0.1,1990-10-24,7.078,6.667,1999-10-23,5.990,5.450,,,,74.100,90.670,1.727,0.508,81.746,29.415,-0.022,-0.136,R,9.00,T,
TD023,9,"LIDET_SEV",1,8,"DRGL",R,47075,0.1,1990-10-24,7.023,6.763,1999-10-23,2.710,2.170,,,,6.950,10.710,6.293,1.938,32.086,30.796,-0.126,-0.131,R,9.00,T,
TD023,9,"LIDET_SEV",1,8,"PIEL",R,48094,0.1,1990-10-24,7.045,6.418,1999-10-23,7.750,6.910,,,,6.300,19.030,6.014,5.595,107.666,93.033,0.008,-0.008,R,9.00,T,
TD023,9,"LIDET_SEV",1,15,"GOBA",A,80525,,1994-11-02,51.052,47.266,1995-10-25,,23.390,29.50,24.689,22.858,1.470,1.760,22.522,22.978,102.327,102.025,0.024,0.021,W,0.98,,
TD023,9,"LIDET_SEV",1,15,"GOBA",B,80525,1.0,1994-11-02,51.052,47.266,1995-10-25,,24.800,31.50,26.363,24.408,1.470,2.220,24.049,24.249,101.606,100.832,0.016,0.008,W,0.98,,
TD023,9,"LIDET_SEV",1,16,"GOBA",A,80526,,1994-11-02,51.316,47.510,1997-10-25,,22.150,30.00,25.237,23.366,1.470,1.440,23.023,21.831,94.796,94.823,-0.018,-0.018,W,2.98,,
TD023,9,"LIDET_SEV",1,16,"GOBA",B,80526,1.0,1994-11-02,51.316,47.510,1997-10-25,,22.830,30.90,25.994,24.067,1.470,1.530,23.713,22.481,94.860,94.805,-0.018,-0.018,W,2.98,,
TD023,9,"LIDET_SEV",1,17,"GOBA",A,80527,,1994-11-02,52.926,49.001,1997-10-17,,22.980,30.20,26.203,24.260,1.470,0.800,23.903,22.796,94.724,95.369,-0.018,-0.016,W,2.96,,
TD023,9,"LIDET_SEV",1,17,"GOBA",B,80527,1.0,1994-11-02,52.926,49.001,1997-10-17,,21.650,30.60,26.550,24.581,1.470,1.710,24.220,21.280,88.076,87.861,-0.043,-0.044,W,2.96,,
TD023,9,"LIDET_SEV",1,18,"GOBA",A,80528,,1994-11-02,53.630,49.653,1999-10-23,25.240,23.950,30.80,27.079,25.071,1.470,1.510,24.702,23.588,95.529,95.490,-0.009,-0.009,W,4.97,,
TD023,9,"LIDET_SEV",1,18,"GOBA",B,80528,1.0,1994-11-02,53.630,49.653,1999-10-23,20.400,19.130,29.80,26.200,24.257,1.470,2.770,23.900,18.600,78.864,77.824,-0.048,-0.050,W,4.97,,
TD023,9,"LIDET_SEV",2,1,"ACSA",L,4119,1.0,1990-10-24,10.067,9.554,1991-10-29,,9.160,,,,4.710,18.930,9.104,7.426,95.876,81.569,-0.042,-0.201,L,1.01,,
TD023,9,"LIDET_SEV",2,1,"ANGE",R,45859,0.1,1990-10-24,6.995,6.589,1991-10-29,7.030,6.620,,,,41.700,41.520,3.841,3.871,100.470,100.781,0.005,0.008,R,1.01,,
TD023,9,"LIDET_SEV",2,1,"DRGL",L,5799,1.0,1990-10-24,10.012,9.662,1991-10-29,,7.670,,,,7.800,16.910,8.908,6.373,79.383,71.542,-0.228,-0.331,L,1.01,,
TD023,9,"LIDET_SEV",2,1,"DRGL",R,47102,0.1,1990-10-24,7.018,6.758,1991-10-29,6.050,5.410,,,,6.950,13.820,6.288,4.662,80.053,74.141,-0.220,-0.295,R,1.01,,
TD023,9,"LIDET_SEV",2,1,"GOBA",A,60469,,1990-10-24,47.049,43.426,1991-10-29,21.510,20.340,31.00,23.910,22.069,1.470,0.760,21.745,20.185,92.165,92.826,-0.081,-0.073,W,1.01,,
TD023,9,"LIDET_SEV",2,1,"GOBA",B,60469,,1990-10-24,47.049,43.426,1991-10-29,21.940,20.410,32.50,25.067,23.137,1.470,1.510,22.797,20.102,88.214,88.178,-0.124,-0.124,W,1.01,,
TD023,9,"LIDET_SEV",2,1,"PIEL",R,48121,0.1,1990-10-24,6.964,6.344,1991-10-29,6.590,5.760,,,,6.300,10.980,5.944,5.128,90.794,86.272,-0.095,-0.146,R,1.01,,
TD023,9,"LIDET_SEV",2,1,"PIRE",L,2439,1.0,1990-10-24,10.088,9.806,1991-10-29,,8.800,,,,1.700,6.220,9.639,8.253,89.741,85.621,-0.107,-0.153,L,1.01,,
TD023,9,"LIDET_SEV",2,1,"QUPR",L,4959,1.0,1990-10-24,10.028,9.416,1991-10-29,,8.780,,,,4.390,14.170,9.003,7.536,93.246,83.705,-0.069,-0.176,L,1.01,,
TD023,9,"LIDET_SEV",2,1,"THPL",L,1599,1.0,1990-10-24,10.061,9.538,1991-10-29,,9.630,,,,7.790,15.950,8.795,8.094,100.965,92.030,0.009,-0.082,L,1.01,,
TD023,9,"LIDET_SEV",2,1,"TRAE",L,3279,1.0,1990-10-24,10.051,9.669,1991-10-29,,11.090,,,,2.820,29.730,9.396,7.793,114.696,82.940,0.135,-0.185,L,1.01,,
TD023,9,"LIDET_SEV",2,1,"VOFE",L,8664,1.0,1990-10-24,10.063,9.369,1991-10-29,9.700,9.190,,,,5.500,12.680,8.854,8.025,98.089,90.637,-0.019,-0.097,L,1.01,,
TD023,9,"LIDET_SEV",2,2,"ACSA",L,4115,1.0,1990-10-24,10.081,9.567,1992-10-27,,9.222,,,,4.710,43.710,9.116,5.191,96.394,56.944,-0.018,-0.280,L,2.01,,
TD023,9,"LIDET_SEV",2,2,"ANGE",R,45855,0.1,1990-10-24,7.035,6.627,1992-10-27,,4.400,,,,38.300,57.670,4.089,1.863,66.395,45.561,-0.204,-0.391,R,2.01,,
TD023,9,"LIDET_SEV",2,2,"BOGR",L,8624,1.0,1990-10-24,7.093,6.703,1992-10-27,,6.125,,,,10.160,65.380,6.022,2.120,91.377,35.204,-0.045,-0.520,L,2.01,,
TD023,9,"LIDET_SEV",2,2,"DRGL",L,5795,1.0,1990-10-24,10.022,9.671,1992-10-27,,9.930,,,,7.800,29.000,8.917,7.050,102.678,79.062,0.013,-0.117,L,2.01,,
TD023,9,"LIDET_SEV",2,2,"DRGL",R,47098,0.1,1990-10-24,7.074,6.812,1992-10-27,,3.220,,,,6.950,11.690,6.339,2.844,47.270,44.865,-0.373,-0.399,R,2.01,,
TD023,9,"LIDET_SEV",2,2,"GOBA",A,60473,,1990-10-24,48.124,44.418,1992-10-27,,20.150,29.60,23.352,21.554,1.470,1.980,21.237,19.751,93.486,93.003,-0.034,-0.036,W,2.01,,
TD023,9,"LIDET_SEV",2,2,"GOBA",B,60473,,1990-10-24,48.124,44.418,1992-10-27,,20.830,31.40,24.772,22.864,1.470,2.130,22.528,20.386,91.104,90.492,-0.046,-0.050,W,2.01,,
TD023,9,"LIDET_SEV",2,2,"PIEL",R,48117,0.1,1990-10-24,7.022,6.397,1992-10-27,,5.740,,,,6.300,9.940,5.994,5.169,89.730,86.236,-0.054,-0.074,R,2.01,,
TD023,9,"LIDET_SEV",2,2,"PIRE",L,2435,1.0,1990-10-24,10.058,9.776,1992-10-27,,7.831,,,,1.700,8.850,9.610,7.138,80.104,74.277,-0.110,-0.148,L,2.01,,
TD023,9,"LIDET_SEV",2,2,"QUPR",L,4955,1.0,1990-10-24,9.975,9.367,1992-10-27,,10.959,,,,4.390,40.310,8.956,6.541,116.996,73.035,0.078,-0.156,L,2.01,,
TD023,9,"LIDET_SEV",2,2,"THPL",L,1595,1.0,1990-10-24,10.094,9.569,1992-10-27,,10.107,,,,7.790,33.260,8.824,6.745,105.622,76.439,0.027,-0.134,L,2.01,,
TD023,9,"LIDET_SEV",2,2,"TRAE",L,3275,1.0,1990-10-24,9.994,9.614,1992-10-27,,12.433,,,,2.820,42.210,9.343,7.185,129.322,76.902,0.128,-0.131,L,2.01,,
TD023,9,"LIDET_SEV",2,3,"ACSA",L,4111,1.0,1990-10-24,10.040,9.528,1993-11-09,,6.132,,,,4.710,30.440,9.079,4.265,64.358,46.977,-0.145,-0.248,L,3.04,,
TD023,9,"LIDET_SEV",2,3,"ANGE",R,45851,0.1,1990-10-24,7.011,6.604,1993-11-09,,3.978,,,,34.600,57.460,4.319,1.692,60.236,39.176,-0.166,-0.308,R,3.04,,
TD023,9,"LIDET_SEV",2,3,"DRGL",L,5791,1.0,1990-10-24,10.073,9.720,1993-11-09,,9.336,,,,7.800,23.500,8.962,7.142,96.049,79.692,-0.013,-0.075,L,3.04,,
TD023,9,"LIDET_SEV",2,3,"DRGL",R,47094,0.1,1990-10-24,7.036,6.776,1993-11-09,,2.769,,,,6.950,10.050,6.305,2.491,40.865,39.508,-0.294,-0.305,R,3.04,,
TD023,9,"LIDET_SEV",2,3,"GOBA",A,60477,,1990-10-24,46.502,42.921,1993-11-09,,18.938,29.40,22.412,20.687,1.470,1.590,20.383,18.637,91.545,91.434,-0.029,-0.029,W,3.04,,
TD023,9,"LIDET_SEV",2,3,"GOBA",B,60477,,1990-10-24,46.502,42.921,1993-11-09,,3.477,7.40,5.641,5.207,1.470,0.030,5.130,3.476,66.775,67.758,-0.133,-0.128,W,3.04,,
TD023,9,"LIDET_SEV",2,3,"PIEL",R,48113,0.1,1990-10-24,7.064,6.435,1993-11-09,,5.311,,,,6.300,14.120,6.030,4.561,82.533,75.638,-0.063,-0.092,R,3.04,,
TD023,9,"LIDET_SEV",2,3,"PIRE",L,2431,1.0,1990-10-24,10.016,9.736,1993-11-09,,9.142,,,,1.700,16.510,9.570,7.633,93.899,79.760,-0.021,-0.074,L,3.04,,
TD023,9,"LIDET_SEV",2,3,"POTR",L,159,1.0,1990-10-24,10.070,9.617,1993-11-09,,10.100,,,,7.700,30.460,8.876,7.024,105.022,79.135,0.016,-0.077,L,3.04,,
TD023,9,"LIDET_SEV",2,3,"QUPR",L,4951,1.0,1990-10-24,10.013,9.402,1993-11-09,,15.888,,,,4.390,33.190,8.989,10.615,168.985,118.089,0.172,0.055,L,3.04,,X
TD023,9,"LIDET_SEV",2,3,"THPL",L,1591,1.0,1990-10-24,10.088,9.563,1993-11-09,,6.690,,,,7.790,19.360,8.818,5.395,69.957,61.182,-0.117,-0.161,L,3.04,,
TD023,9,"LIDET_SEV",2,3,"TRAE",L,3271,1.0,1990-10-24,10.089,9.706,1993-11-09,,15.334,,,,2.820,40.440,9.432,9.133,157.985,96.830,0.150,-0.011,L,3.04,,
TD023,9,"LIDET_SEV",2,4,"ACSA",L,4107,1.0,1990-10-24,10.035,9.523,1994-11-02,,3.580,,,,4.710,24.000,9.074,2.721,37.593,29.987,-0.243,-0.299,L,4.02,,
