LitterSpecies,SiteNo,PlotType,PlotAvgMoisture_gWgS,DeployDate,HarvestDate,Time_days,HarvestNo,LitterInitMass_g,LitterHarvestMass_g,LitterPropInitMass,LitterInitC_g,LitterHarvestC_g,LitterPropInitC,LitterInitN_g,LitterHarvestN_g,LitterPropInitN
ERI,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.824,2.5092,0.888662043,1.349544383,1.139126616,0.844082366,0.037158189,0.037713276,1.014938488
ERI,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.866,1.708,0.596006325,1.369700207,0.78655108,0.574250537,0.037713157,0.04213636,1.117285413
ERI,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.863,1.483,0.518000787,1.368356485,0.69935314,0.511089871,0.037676159,0.03229974,0.857299175
ERI,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.820,1.856,0.658197559,1.347752754,0.8445728,0.626652624,0.037108858,0.04214976,1.135840925
ERI,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.815,2.7731,0.985067716,1.345513218,1.256741189,0.934023666,0.037047195,0.041485576,1.119803421
ERI,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.812,1.342,0.477185242,NA,NA,NA,NA,NA,NA
HUM,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.909,2.4055,0.826798607,1.442255042,1.21439262,0.84200962,0.025273115,0.02703782,1.069825366
HUM,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.905,1.679,0.578035909,1.439899955,0.80848887,0.561489614,0.025231846,0.03809651,1.509858187
HUM,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.891,1.298,0.44892346,1.433305712,0.64370416,0.44910458,0.025116293,0.0310222,1.235142444
HUM,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.885,0.824,0.285643934,1.430008591,0.40735264,0.284860275,0.025058517,0.02071536,0.826679414
HUM,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.883,2.425,0.841193151,1.429066557,1.151875,0.806033137,0.025042009,0.031234,1.247264135
HUM,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.933,0.853,0.290811759,NA,NA,NA,NA,NA,NA
INT,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.884,2.2622,0.784439542,1.337429971,0.946821188,0.707940758,0.041613846,0.036149956,0.868700199
INT,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.851,1.112,0.390015747,1.322276184,0.49865416,0.377118008,0.041142339,0.02677696,0.650837088
INT,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.851,1.544,0.541532656,1.322276184,0.6804408,0.514598091,0.041142339,0.0326556,0.7937225
INT,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.812,1.632,0.580378846,1.304091639,0.721344,0.553139042,0.040576531,0.03453312,0.851061426
INT,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.823,2.3752,0.84132692,1.309287223,1.04413792,0.797485763,0.04073819,0.039594584,0.971927911
INT,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.870,1.479,0.515359989,NA,NA,NA,NA,NA,NA
LUC,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.804,1.025,0.36553218,1.335756994,0.483636,0.362068851,0.034098229,0.02723425,0.798699838
LUC,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.812,2.005,0.71289069,1.339740365,0.9184504,0.685543575,0.034199914,0.0364509,1.065818482
LUC,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.798,1.351,0.482909313,1.332658817,0.66046337,0.495598244,0.034019141,0.03436944,1.010297115
LUC,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.826,1.646,0.582551598,1.345936719,0.7910676,0.587745017,0.03435809,0.04052452,1.179475357
LUC,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.808,2.1695,0.772656,1.337527381,0.989053355,0.739464006,0.034143422,0.03657777,1.071297711
LUC,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.798,1.23,0.439658368,NA,NA,NA,NA,NA,NA
NIG,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.844,1.785,0.627534445,NA,NA,NA,NA,NA,NA
NIG,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.905,2.3579,0.811718327,1.4739084,1.128373045,0.765565245,0.050379355,0.048242634,0.957587371
NIG,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.842,1.84,0.647514319,1.441846107,0.8766864,0.608030494,0.04928344,0.0496984,1.008419859
NIG,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.831,1.992,0.70357327,1.436582148,0.96219576,0.669781231,0.049103514,0.04629408,0.942785478
NIG,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.920,1.933,0.662005485,1.481565067,0.92961836,0.627456992,0.050641066,0.03929789,0.776008351
NIG,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.890,2.3947,0.828691795,1.466251733,1.15807692,0.789821348,0.050117644,0.051509997,1.027781693
PET,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.858,1.041,0.364294085,NA,NA,NA,NA,NA,NA
PET,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.865,2.0704,0.72261205,1.404693025,1.00683552,0.716765516,0.026569595,0.032960768,1.240544627
PET,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.864,1.052,0.367291028,1.40422851,0.51417552,0.366162285,0.026560808,0.0274572,1.033748653
PET,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.894,1.475,0.509748217,1.418628471,0.734019,0.517414542,0.026833182,0.0357835,1.333554105
PET,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.881,1.417,0.49179732,1.412589778,0.75878933,0.537161844,0.026718961,0.02982785,1.116355167
PET,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.876,2.0919,0.727469772,1.409802688,0.987962532,0.700780712,0.026666243,0.031901475,1.196324301
PYR,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.925,1.167,0.398911805,NA,NA,NA,NA,NA,NA
PYR,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.967,1.6787,0.565834116,1.539081456,0.815243868,0.529695076,0.030280838,0.032952881,1.088242034
PYR,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.884,1.054,0.365446034,1.496218436,0.51583814,0.344761251,0.029437525,0.02891122,0.982121298
PYR,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.946,1.144,0.388371367,1.528116497,0.56711512,0.371120344,0.030065107,0.02994992,0.996168752
PYR,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.948,1.21,0.410509626,1.529113312,0.5824335,0.380896233,0.030084719,0.028314,0.941142251
PYR,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.927,1.8191,0.621408872,1.51864676,0.89790776,0.591255178,0.029878793,0.0309247,1.03500498
TRE,3,wet,0.568074966,11/27/10,10/2/12,675,5,2.856,1.013,0.354701743,1.383902947,0.45743028,0.330536387,0.02912087,0.02564916,0.880782751
TRE,3,wet,0.568074966,11/27/10,9/20/13,1028,6,2.912,1.153,0.395994083,NA,NA,NA,NA,NA,NA
TRE,3,wet,0.568074966,11/27/10,5/26/11,180,2,2.898,2.4351,0.840143495,1.404503553,1.154042592,0.82167296,0.02955436,0.029367306,0.993670862
TRE,3,wet,0.568074966,11/27/10,8/3/11,249,3,2.896,1.598,0.551871949,1.403130179,0.78616806,0.560295881,0.02952546,0.0325193,1.101398577
TRE,3,wet,0.568074966,11/27/10,9/27/11,304,4,2.857,1.426,0.499148491,1.384360738,0.70492884,0.509208923,0.029130503,0.02832036,0.972189182
TRE,3,wet,0.568074966,11/27/10,4/29/11,153,1,2.875,2.4577,0.854907133,1.393058772,1.192009077,0.855677521,0.029313532,0.032146716,1.09665106
BEB,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.787,2.1664,0.777224061,1.304584721,0.958653664,0.734834349,0.030094152,0.032474336,1.079091263
BEB,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.790,1.578,0.565567047,1.305878524,0.74483178,0.570368351,0.030123997,0.02873538,0.953903296
BEB,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.823,1.461,0.517481018,1.32140416,0.64571817,0.488660615,0.030482142,0.03052029,1.001251479
BEB,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.790,1.637,0.58671309,1.305878524,0.72753191,0.557120664,0.030123997,0.0299571,0.994459667
BEB,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.789,2.3599,0.846085297,1.305447256,1.040904692,0.797354843,0.030114048,0.03233063,1.073606228
BEB,4,wet,0.306957089,11/27/10,9/20/13,1028,6,2.789,1.311,0.470027469,NA,NA,NA,NA,NA,NA
DEL,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.910,2.3153,0.795634919,1.275415514,0.999376092,0.783569026,0.03908134,0.044731596,1.144576816
DEL,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.896,1.292,0.446170767,1.2691696,0.54010768,0.425559894,0.038889953,0.02792012,0.717926304
DEL,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.881,1.221,0.423877171,1.262507293,0.50086641,0.396723578,0.038685806,0.02772891,0.716772194
DEL,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.911,1.362,0.467888,1.275831908,0.60576312,0.474798534,0.039094099,0.03291954,0.842059044
DEL,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.890,1.9445,0.672825276,1.266671235,0.840024,0.66317445,0.038813398,0.036614935,0.94335815
DEL,4,wet,0.306957089,11/27/10,9/20/13,1028,6,2.861,1.353,0.472977631,NA,NA,NA,NA,NA,NA
DIS,4,wet,0.306957089,11/27/10,NA,NA,6,2.792,NA,NA,NA,NA,NA,NA,NA,NA
DIS,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.813,2.4094,0.856517929,1.287058691,1.150753534,0.894095617,0.024191951,0.025756486,1.064671705
DIS,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.865,1.137,0.396864744,1.310822386,0.49317375,0.376232322,0.024638621,0.02059107,0.835723315
DIS,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.807,1.727,0.61535166,1.284088229,0.78500785,0.611334823,0.024136118,0.03049882,1.263617479
DIS,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.845,1.443,0.507120233,1.301911,0.63600225,0.488514384,0.02447112,0.03025971,1.236547824
DIS,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.826,2.3122,0.818187623,1.292999615,1.027564802,0.794713927,0.024303619,0.026197226,1.077914624
ERI,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.827,2.7292,0.965296065,1.351336012,1.257533484,0.930585341,0.037207519,0.040064656,1.076789227
ERI,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.898,1.882,0.649502186,1.384929052,0.85559484,0.617789654,0.038132466,0.03541924,0.928847351
ERI,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.842,1.654,0.581920395,1.358502527,0.78057222,0.574582825,0.037404841,0.03898478,1.042238883
ERI,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.818,1.984,0.704058463,1.34685694,0.93559488,0.694650525,0.037084193,0.03727936,1.005262805
ERI,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.817,2.5321,0.898860633,1.346409033,1.161119776,0.86238264,0.03707186,0.037069944,0.999948303
ERI,4,wet,0.306957089,11/27/10,9/20/13,1028,6,2.835,1.703,0.600744429,NA,NA,NA,NA,NA,NA
HUM,4,wet,0.306957089,11/27/10,NA,NA,6,2.862,NA,NA,NA,NA,NA,NA,NA,NA
HUM,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.854,2.2289,0.78089064,1.414936037,1.069559954,0.755906929,0.024794395,0.024673923,0.995141142
HUM,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.856,1.434,0.502064757,1.415878072,0.70393626,0.497172938,0.024810903,0.02599842,1.047862707
HUM,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.870,1.667,0.580935904,1.422472314,0.78213973,0.54984531,0.024926456,0.02760552,1.107478731
HUM,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.855,2.4511,0.858452195,1.415407054,1.19907812,0.847161328,0.024802649,0.023971758,0.9664999
INT,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.808,2.3852,0.849363035,1.302359778,1.039398604,0.798088686,0.040522644,0.042885896,1.058319291
INT,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.850,1.76,0.617493302,1.321843218,0.7735024,0.585169549,0.041128867,0.034144,0.830171175
INT,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.815,1.572,0.558485128,1.305390535,0.67154268,0.514438141,0.040616945,0.03315348,0.816247495
INT,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.819,1.43,0.507195605,1.307555362,0.6136845,0.469337298,0.040684304,0.0281138,0.691023257
INT,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.836,2.4406,0.860508619,1.315348738,1.05482732,0.801937379,0.040926793,0.041343764,1.01018822
INT,4,wet,0.306957089,11/27/10,9/20/13,1028,6,2.891,1.507,0.521216835,NA,NA,NA,NA,NA,NA
LUC,4,wet,0.306957089,11/27/10,NA,NA,6,2.802,NA,NA,NA,NA,NA,NA,NA,NA
LUC,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.855,2.0004,0.700608292,1.360099815,0.90698136,0.666849116,0.034719635,0.029245848,0.842343193
LUC,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.789,1.813,0.649992138,1.328675446,0.82848661,0.623543253,0.033917456,0.03270652,0.964297546
LUC,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.844,1.638,0.575932458,1.354788654,0.74656764,0.551058379,0.034584055,0.0312858,0.904630752
LUC,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.819,2.2046,0.782051249,1.342838542,0.983427968,0.73235012,0.034279002,0.02700635,0.787839457
NIG,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.845,2.3825,0.837313869,1.443760274,1.1460778,0.793814473,0.049348868,0.039049175,0.791288159
NIG,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.906,2.056,0.707558084,1.474386942,0.99948328,0.67789754,0.050395712,0.04268256,0.846948251
NIG,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.854,1.886,0.660850846,1.448067149,0.9003764,0.621778072,0.049496081,0.04590524,0.927452023
NIG,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.894,2.061,0.712284218,1.4681659,1.02013317,0.69483508,0.050183072,0.04210623,0.839052465
NIG,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.842,2.215,0.779480553,1.441846107,1.06047555,0.735498431,0.04928344,0.0392498,0.796409498
NIG,4,wet,0.306957089,11/27/10,9/20/13,1028,6,2.876,1.715,0.596399658,NA,NA,NA,NA,NA,NA
PET,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.844,2.1892,0.769675175,1.394473697,1.07445936,0.770512461,0.026376297,0.027780948,1.053254274
PET,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.891,1.537,0.531697217,1.417234927,0.76287458,0.538283785,0.026806823,0.02757378,1.028610504
PET,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.868,1.295,0.451533602,1.406086569,0.60480385,0.430132727,0.026595953,0.03619525,1.360930716
PET,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.851,1.472,0.516319289,1.397725301,0.73758976,0.527707239,0.026437801,0.0297344,1.124692627
PET,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.908,2.1581,0.74217685,1.425596195,1.05509509,0.740107959,0.026964976,0.033968494,1.259726487
PET,4,wet,0.306957089,11/27/10,9/20/13,1028,6,2.884,1.219,0.422660619,NA,NA,NA,NA,NA,NA
TRE,4,wet,0.306957089,11/27/10,NA,NA,6,2.866,NA,NA,NA,NA,NA,NA,NA,NA
TRE,4,wet,0.306957089,11/27/10,5/26/11,180,2,2.914,2.6684,0.915858934,1.411828213,1.261832992,0.893758164,0.029708489,0.032901372,1.107473749
TRE,4,wet,0.306957089,11/27/10,9/27/11,304,4,2.888,1.822,0.630877382,1.399467849,0.86566864,0.618569866,0.029448396,0.03394386,1.152655668
TRE,4,wet,0.306957089,11/27/10,10/2/12,675,5,2.913,1.898,0.651650462,1.411370422,0.83305118,0.590242765,0.029698856,0.04048434,1.36316159
TRE,4,wet,0.306957089,11/27/10,8/3/11,249,3,2.866,1.757,0.612982687,1.38893865,0.83336267,0.599999625,0.029226834,0.02802415,0.958850003
TRE,4,wet,0.306957089,11/27/10,4/29/11,153,1,2.861,2.6696,0.933216366,1.386191903,1.308023912,0.943609546,0.029169036,0.02776384,0.951825781
AMY,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.881,1.951,0.677094232,1.46004967,1.24042629,0.849578145,0.036113929,0.04259033,1.17933248
AMY,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.877,1.608,0.558984066,1.457625949,0.80409648,0.551648028,0.036053979,0.03365544,0.933473658
AMY,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.905,1.399,0.481525992,1.472168276,0.69534497,0.472327098,0.03641368,0.03585637,0.984695041
AMY,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.937,1.82,0.619697615,1.488164836,0.889252,0.597549397,0.03680935,0.0377286,1.024973263
AMY,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.957,2.0008,0.676630369,1.498344465,0.973049064,0.64941613,0.037061141,0.03531412,0.952861118
AMY,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.898,1.069,0.368914091,NA,NA,NA,NA,NA,NA
BEB,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.787,2.1493,0.771089214,1.304584721,0.928003261,0.711339974,0.030094152,0.031616203,1.050576321
BEB,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.821,1.526,0.54103352,1.320110357,0.65949142,0.499572946,0.030452297,0.02957388,0.971154333
BEB,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.824,1.223,0.43304093,1.321835428,0.52703962,0.398718032,0.030492091,0.02647795,0.86835469
BEB,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.797,1.386,0.495607082,1.308897398,0.66636108,0.509101081,0.030193636,0.0252945,0.837742752
BEB,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.772,2.2892,0.825921695,1.29725317,1.0049588,0.774682092,0.029925027,0.026028204,0.869780457
BEB,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.781,1.372,0.493364441,NA,NA,NA,NA,NA,NA
DEL,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.939,2.0769,0.706559659,1.288323735,0.943577208,0.732406912,0.039476875,0.039440331,0.999074305
DEL,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.851,1.58,0.554172093,1.249599072,0.5586248,0.447043226,0.038290272,0.0294196,0.768330929
DEL,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.903,1.271,0.437769763,1.272500754,0.51722074,0.406460066,0.038992026,0.03112679,0.798286038
DEL,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.934,1.661,0.566168759,1.285825369,0.71863165,0.558887441,0.03940032,0.03905011,0.991111506
DEL,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.909,2.2312,0.766985009,1.274999119,0.939045144,0.736506504,0.039068581,0.037975024,0.972009296
DEL,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.889,1.084,0.375203104,NA,NA,NA,NA,NA,NA
DIS,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.784,2.2786,0.818384448,1.273903788,0.978408054,0.768039206,0.023944688,0.024540522,1.02488378
DIS,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.806,1.776,0.633020165,1.283663877,0.7992888,0.622662065,0.024128141,0.02671104,1.10704922
DIS,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.842,1.377,0.484557301,1.300213593,0.603126,0.463866862,0.024439215,0.02430405,0.994469345
DIS,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.862,2.019,0.705407966,1.309549331,0.84018666,0.641584582,0.024614692,0.03042633,1.236104424
DIS,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.816,2.2267,0.790787698,1.288331746,0.94434347,0.732997128,0.02421588,0.024783171,1.023426404
DIS,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.788,1.219,0.437234771,NA,NA,NA,NA,NA,NA
ERI,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.854,2.6272,0.920372682,1.364325321,1.194377664,0.875434653,0.037565165,0.045135296,1.20151996
ERI,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.816,2.113,0.750335517,1.345961126,0.96278845,0.715316685,0.037059528,0.03710428,1.001207574
ERI,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.820,1.444,0.512089049,1.347752754,0.66578508,0.493996453,0.037108858,0.03107488,0.837397898
ERI,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.832,1.883,0.664900016,1.353575548,0.86363795,0.638041926,0.037269182,0.03685031,0.98876089
ERI,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.831,2.8549,1.008418161,1.353127641,1.28955833,0.953020463,0.03725685,0.042880598,1.150945348
ERI,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.824,1.663,0.588970579,NA,NA,NA,NA,NA,NA
HUM,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.864,2.4103,0.841642028,1.41964621,1.189627668,0.837974743,0.024876933,0.024368133,0.979547303
HUM,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.885,1.883,0.652751855,1.430008591,0.92538152,0.647116056,0.025058517,0.02835798,1.13167033
HUM,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.894,1.477,0.510328894,1.434718764,0.68655391,0.478528564,0.025141055,0.03281894,1.305392328
HUM,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.881,1.758,0.610223931,1.428124522,0.82567986,0.578156769,0.025025502,0.03222414,1.28765211
HUM,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.857,2.3648,0.827676358,1.416349089,1.141583552,0.806004368,0.024819157,0.02825936,1.1386108
HUM,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.858,1.182,0.413560647,NA,NA,NA,NA,NA,NA
INT,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.804,1.794,0.639689022,1.300627916,0.81677232,0.627983076,0.040468758,0.03367338,0.832083364
INT,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.806,1.545,0.550536218,1.301493847,0.6643809,0.510475637,0.040495701,0.03397455,0.838966835
INT,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.858,1.991,0.696713648,1.325306941,0.86445238,0.652265791,0.04123664,0.03621629,0.878255111
INT,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.801,2.2629,0.807961181,1.298896055,0.999794478,0.769726318,0.040414871,0.042746181,1.057684456
INT,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.876,1.577,0.548259774,NA,NA,NA,NA,NA,NA
LUC,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.819,2.4316,0.862576348,1.342838542,1.098037612,0.81769891,0.034279002,0.031999856,0.933511903
LUC,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.804,1.609,0.573796369,1.335756994,0.74784711,0.559867636,0.034098229,0.03301668,0.968281373
LUC,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.796,1.475,0.527583032,1.331773623,0.6882645,0.516802922,0.033996544,0.036816,1.082933593
LUC,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.806,1.723,0.614043759,1.336642188,0.77130095,0.577043697,0.034120826,0.03651037,1.070031846
LUC,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.799,2.2058,0.788192235,1.333101414,0.96371402,0.722911258,0.034030439,0.032778188,0.963202024
LUC,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.844,1.356,0.476779251,NA,NA,NA,NA,NA,NA
NIG,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.904,2.6134,0.899967618,1.473429858,1.26292555,0.857133133,0.050362998,0.053679236,1.065846716
NIG,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.859,1.897,0.663608714,1.450459857,0.92292844,0.636300574,0.049577865,0.04482611,0.904155712
NIG,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.865,1.826,0.637299663,1.453809649,0.89344354,0.614553316,0.049692364,0.0509454,1.025215872
NIG,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.872,2.238,0.779297837,1.457159441,1.05423228,0.723484507,0.049806862,0.05657664,1.135920583
NIG,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.886,2.6086,0.903892429,1.464337566,1.223798604,0.835735306,0.050052216,0.051963312,1.038182041
NIG,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.892,1.787,0.617992333,NA,NA,NA,NA,NA,NA
PET,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.852,2.1055,0.738280636,1.398189816,1.040853925,0.744429628,0.026446587,0.027224115,1.029399923
PET,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.882,1.58,0.548189364,1.413054293,0.8013602,0.567112109,0.026727747,0.027018,1.01085961
PET,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.895,0.982,0.339149253,1.419557501,0.46093116,0.324700591,0.026850754,0.02247798,0.837145192
PET,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.915,1.71,0.586545006,1.429312314,0.7850268,0.549233917,0.027035266,0.0345591,1.278297043
PET,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.864,2.0592,0.718940766,1.40422851,0.994243536,0.70803543,0.026560808,0.02810808,1.058253931
PET,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.869,1.228,0.428031,NA,NA,NA,NA,NA,NA
PYR,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.931,1.6055,0.547723573,1.520640389,0.773256965,0.508507449,0.029918017,0.024933415,0.833391288
PYR,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.934,1.501,0.511569907,1.522135611,0.72986125,0.479498177,0.029947435,0.02829385,0.944783745
PYR,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.926,1.359,0.46439003,1.518148353,0.61447185,0.404750859,0.029868987,0.03616299,1.210720318
PYR,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.929,1.361,0.46461586,1.519643575,0.65767603,0.432783082,0.029898405,0.0292615,0.978697681
PYR,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.946,1.8386,0.624177968,1.528116497,0.903083548,0.590978207,0.030065107,0.02950953,0.981520874
PYR,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.900,0.942,0.324773899,NA,NA,NA,NA,NA,NA
TRE,5,wet,0.338801348,11/27/10,4/29/11,153,1,2.838,2.3946,0.84377193,1.375204913,1.12761714,0.819962996,0.028937841,0.030315636,1.047612223
TRE,5,wet,0.338801348,11/27/10,9/27/11,304,4,2.845,1.936,0.680591657,1.378409452,0.92507888,0.671120529,0.029005273,0.03403488,1.173403204
TRE,5,wet,0.338801348,11/27/10,10/1/12,674,5,2.868,1.511,0.526810862,1.389854233,0.70421666,0.506683826,0.0292461,0.03297002,1.127330469
TRE,5,wet,0.338801348,11/27/10,8/1/11,247,3,2.924,2.086,0.713420648,1.416863917,0.98598962,0.69589578,0.029814453,0.0342104,1.147443474
TRE,5,wet,0.338801348,11/27/10,5/26/11,180,2,2.846,2.3667,0.831449933,1.379325034,1.116325056,0.809327046,0.029024539,0.034577487,1.191319078
TRE,5,wet,0.338801348,11/27/10,9/20/13,1028,6,2.850,1.455,0.510481146,NA,NA,NA,NA,NA,NA
