LitterSpecies,SiteNo,PlotType,PlotAvgMoisture_gWgS,DeployDate,HarvestDate,Time_days,HarvestNo,LitterInitMass_g,LitterHarvestMass_g,LitterPropInitMass,LitterInitC_g,LitterHarvestC_g,LitterPropInitC,LitterInitN_g,LitterHarvestN_g,LitterPropInitN
DIS,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.805,1.245,0.443902435,NA,NA,NA,NA,NA,NA
ERI,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.822,2.7818,0.985860873,1.348648569,1.24944547,0.926442588,0.037133524,0.043368262,1.167900533
ERI,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.891,1.635,0.565539667,1.381793701,0.76414995,0.553013051,0.038046138,0.03523425,0.926092692
ERI,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.839,1.332,0.469251246,1.356710898,0.60376896,0.445024036,0.037355511,0.03011652,0.806213578
ERI,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.823,1.925,0.681987241,1.349096476,0.85701,0.635247379,0.037145856,0.034265,0.922444748
ERI,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.849,2.4957,0.876030605,1.361637877,1.116750879,0.820152625,0.03749117,0.038458737,1.025807874
ERI,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.858,1.407,0.49226022,NA,NA,NA,NA,NA,NA
HUM,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.861,1.175,0.410701863,NA,NA,NA,NA,NA,NA
HUM,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.876,2.4921,0.866468155,1.425769435,1.182775581,0.829570021,0.024984233,0.032222853,1.289727541
HUM,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.860,1.38,0.482516482,1.417762141,0.6321504,0.445879024,0.024843918,0.0266064,1.070942183
HUM,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.923,1.068,0.365413412,1.448849284,0.47603964,0.328563947,0.025388669,0.02585628,1.018418116
HUM,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.873,1.11,0.386314273,1.424356383,0.5423238,0.380750075,0.024959471,0.0213786,0.856532566
HUM,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.871,2.4425,0.850628,1.423414349,1.16306965,0.817098444,0.024942964,0.0256951,1.030154247
INT,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.861,2.549,0.890811355,1.327038803,1.08564459,0.818095588,0.041290527,0.0372154,0.901306014
INT,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.867,1.701,0.593295268,1.329636595,0.73852317,0.555432344,0.041371356,0.03769416,0.911117335
INT,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.821,1.686,0.597598499,1.308421292,0.74131734,0.566573889,0.040711247,0.03729432,0.916069216
INT,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.806,1.909,0.680241838,1.301493847,0.79801927,0.613156391,0.040495701,0.03604192,0.890018427
INT,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.842,2.3546,0.8285503,1.31794653,1.014079128,0.769438748,0.041007623,0.04132323,1.007696311
INT,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.841,1.399,0.492450009,NA,NA,NA,NA,NA,NA
LUC,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.811,2.3004,0.818462842,1.338855171,1.049051412,0.783543608,0.034177317,0.036599364,1.07086709
LUC,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.812,0.985,0.350223107,1.339740365,0.4630485,0.34562555,0.034199914,0.0233642,0.683165469
LUC,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.793,0.88,0.315075535,1.330445833,0.415976,0.312659102,0.03396265,0.0233992,0.688968626
LUC,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.842,1.526,0.536903264,1.353903461,0.67246242,0.496684172,0.034561459,0.03496066,1.011550474
LUC,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.796,2.1945,0.784936247,1.331773623,0.993208755,0.745778965,0.033996544,0.03471699,1.021191729
LUC,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.823,1.352,0.478971761,NA,NA,NA,NA,NA,NA
NIG,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.850,2.047,0.718214333,NA,NA,NA,NA,NA,NA
NIG,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.831,2.3351,0.824755996,1.436582148,1.136072852,0.79081649,0.049103514,0.04319935,0.879760864
NIG,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.863,2.136,0.745985123,1.452852566,1.00206168,0.689720143,0.04965965,0.04927752,0.992305023
NIG,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.907,1.941,0.667764899,1.474865483,0.94097739,0.638008958,0.050412069,0.04957314,0.983358573
NIG,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.847,1.915,0.672568233,1.444717357,0.9722838,0.672992399,0.049381582,0.0468409,0.948550008
NIG,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.877,2.4378,0.847201177,1.460030691,1.17770118,0.806627688,0.049905004,0.041662002,0.834826146
PET,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.860,2.0241,0.707622412,1.40237045,0.955941948,0.681661502,0.026525664,0.0242892,0.915686802
PET,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.863,1.783,0.622715407,1.403763995,0.86719771,0.61776603,0.026552022,0.03050713,1.148956931
PET,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.871,1.289,0.448996563,1.407480114,0.62235498,0.442176748,0.026622312,0.03084577,1.158643539
PET,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.856,1.556,0.544877748,1.400047876,0.7579276,0.541358344,0.026481732,0.03172684,1.198065127
PET,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.913,2.3025,0.790548471,1.427918769,1.115860575,0.781459421,0.027008907,0.029472,1.091195589
PET,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.905,1.056,0.363516807,NA,NA,NA,NA,NA,NA
PYR,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.890,1.735,0.600364463,1.499208879,0.8354719,0.557275181,0.029496361,0.03305175,1.120536546
PYR,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.888,1.39,0.481303649,1.498212065,0.6474064,0.432119334,0.029476749,0.0270216,0.916708974
PYR,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.949,1.251,0.424142961,1.530110126,0.5800887,0.379115653,0.030104331,0.03033675,1.007720458
PYR,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.890,1.139,0.394129754,1.499208879,0.54017075,0.360303863,0.029496361,0.02808774,0.952244258
PYR,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.929,1.9727,0.673436964,1.519643575,0.9547868,0.62829654,0.029898405,0.029176233,0.975845789
PYR,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.896,0.744,0.256934852,NA,NA,NA,NA,NA,NA
TRE,10,wet,0.538261643,11/30/10,9/20/13,1025,6,2.854,1.27,0.444984639,NA,NA,NA,NA,NA,NA
TRE,10,wet,0.538261643,11/30/10,4/29/11,150,1,2.857,2.4766,0.866894217,1.384360738,1.167271112,0.843184208,0.029130503,0.025087958,0.861226389
TRE,10,wet,0.538261643,11/30/10,9/27/11,301,4,2.880,1.205,0.418332539,1.395805519,0.5519141,0.395409025,0.029371331,0.02478685,0.843913075
TRE,10,wet,0.538261643,11/30/10,9/30/12,670,5,2.838,0.77,0.271320632,1.375204913,0.3378991,0.245708183,0.028937841,0.0188342,0.650850213
TRE,10,wet,0.538261643,11/30/10,8/1/11,244,3,2.843,1.37,0.481937148,1.377493869,0.618829,0.449242653,0.028986007,0.0218378,0.753391122
TRE,10,wet,0.538261643,11/30/10,5/26/11,177,2,2.836,2.3156,0.816478732,1.374289331,1.103638116,0.803060965,0.028918575,0.031631096,1.093798577
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
